batting_team,bowling_team,inning,ovr,ovr_ball_num,batsman_id,non_striker_id,bowler_id,player_out_id,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,batsman_dob,non_striker_dob,bowler_dob,match_id,game_end_time
CSK,KKR,1,1.1,1,24,20,85,-1,Francois du Plessis,Michael Hussey,Iqbal Abdulla,,,,24.943,2,2,,y,2.777,-0.104,-0.112,0.507,19,67,South African,Australian,Indian,1984-07-13,1975-05-27,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,1.2,2,24,20,85,-1,Francois du Plessis,Michael Hussey,Iqbal Abdulla,,,,25.032,0,0,,y,5.476,-0.090,-0.206,0.654,35,32,South African,Australian,Indian,1984-07-13,1975-05-27,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,1.3,3,24,20,85,-1,Francois du Plessis,Michael Hussey,Iqbal Abdulla,,,,25.272,1,1,,y,5.181,0.103,0.189,0.685,66,36,South African,Australian,Indian,1984-07-13,1975-05-27,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,1.4,4,20,24,85,-1,Michael Hussey,Francois du Plessis,Iqbal Abdulla,,,,25.206,0,0,,y,5.610,0.029,-0.078,0.724,38,24,Australian,South African,Indian,1975-05-27,1984-07-13,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,1.5,5,20,24,85,-1,Michael Hussey,Francois du Plessis,Iqbal Abdulla,,,,25.304,0,0,,y,4.643,0.134,0.115,0.462,51,38,Australian,South African,Indian,1975-05-27,1984-07-13,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,1.6,6,20,24,85,-1,Michael Hussey,Francois du Plessis,Iqbal Abdulla,,,,24.855,1,1,,y,4.607,-0.153,-0.159,0.439,38,23,Australian,South African,Indian,1975-05-27,1984-07-13,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,2.1,1,20,24,196,-1,Michael Hussey,Francois du Plessis,Brett Lee,,,,38.374,0,0,,y,8.096,0.053,0.355,0.828,5,5,Australian,South African,Australian,1975-05-27,1984-07-13,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,2.2,2,20,24,196,-1,Michael Hussey,Francois du Plessis,Brett Lee,,,,38.503,0,0,,y,7.691,-0.003,0.149,0.741,56,27,Australian,South African,Australian,1975-05-27,1984-07-13,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,2.3,3,20,24,196,-1,Michael Hussey,Francois du Plessis,Brett Lee,,,,39.249,1,1,,y,8.457,0.041,0.257,0.660,62,22,Australian,South African,Australian,1975-05-27,1984-07-13,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,2.4,4,24,20,196,24,Francois du Plessis,Michael Hussey,Brett Lee,c Brendon McCullum b Brett Lee,Francois du Plessis,caught keeper,38.476,0,0,,y,10.610,-0.318,-0.239,1.009,0,0,South African,Australian,Australian,1984-07-13,1975-05-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,2.5,5,14,20,196,-1,Suresh Raina,Michael Hussey,Brett Lee,,,,39.582,0,0,,y,7.208,0.141,0.480,0.782,5,5,Indian,Australian,Australian,1986-11-27,1975-05-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,2.6,6,14,20,196,-1,Suresh Raina,Michael Hussey,Brett Lee,,,,38.385,0,0,,y,10.961,-0.184,0.034,1.106,40,38,Indian,Australian,Australian,1986-11-27,1975-05-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.1,1,20,14,96,-1,Michael Hussey,Suresh Raina,Yusuf Pathan,,,,25.267,4,4,,y,7.375,0.113,0.002,0.912,8,27,Australian,Indian,Indian,1975-05-27,1986-11-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.2,2,20,14,96,-1,Michael Hussey,Suresh Raina,Yusuf Pathan,,,,24.267,1,0,Wd,y,5.845,-0.316,-0.433,0.680,5,5,Australian,Indian,Indian,1975-05-27,1986-11-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.3,2,20,14,96,-1,Michael Hussey,Suresh Raina,Yusuf Pathan,,,,23.305,3,3,,y,3.485,0.398,0.725,0.857,82,17,Australian,Indian,Indian,1975-05-27,1986-11-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.4,3,14,20,96,-1,Suresh Raina,Michael Hussey,Yusuf Pathan,,,,23.006,0,0,,y,2.400,0.291,0.834,0.777,68,36,Indian,Australian,Indian,1986-11-27,1975-05-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.5,4,14,20,96,-1,Suresh Raina,Michael Hussey,Yusuf Pathan,,,,23.577,1,1,,y,4.510,0.353,0.404,0.458,63,73,Indian,Australian,Indian,1986-11-27,1975-05-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.6,5,20,14,96,-1,Michael Hussey,Suresh Raina,Yusuf Pathan,,,,23.419,0,0,,y,3.923,0.384,0.461,0.640,5,5,Australian,Indian,Indian,1975-05-27,1986-11-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,3.7,6,20,14,96,-1,Michael Hussey,Suresh Raina,Yusuf Pathan,,,,24.374,1,1,,y,4.850,0.014,-0.140,0.521,35,28,Australian,Indian,Indian,1975-05-27,1986-11-27,1982-11-17,41,2013-04-03 16:41:35.214000
CSK,KKR,1,4.1,1,20,14,196,-1,Michael Hussey,Suresh Raina,Brett Lee,,,,39.092,0,0,,y,9.207,0.047,0.333,0.913,5,5,Australian,Indian,Australian,1975-05-27,1986-11-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,4.2,2,20,14,196,-1,Michael Hussey,Suresh Raina,Brett Lee,,,,34.606,0,0,,y,7.276,-0.074,0.076,0.777,57,37,Australian,Indian,Australian,1975-05-27,1986-11-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,4.3,3,20,14,196,-1,Michael Hussey,Suresh Raina,Brett Lee,,,,38.054,2,2,,y,6.807,0.264,0.620,0.505,65,9,Australian,Indian,Australian,1975-05-27,1986-11-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,4.4,4,20,14,196,-1,Michael Hussey,Suresh Raina,Brett Lee,,,,39.004,1,1,,y,6.852,-0.015,0.118,0.753,52,56,Australian,Indian,Australian,1975-05-27,1986-11-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,4.5,5,14,20,196,-1,Suresh Raina,Michael Hussey,Brett Lee,,,,37.863,6,6,,y,11.175,0.032,0.459,1.201,70,94,Indian,Australian,Australian,1986-11-27,1975-05-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,4.6,6,14,20,196,-1,Suresh Raina,Michael Hussey,Brett Lee,,,,39.810,2,2,,y,4.202,0.067,0.213,0.387,79,66,Indian,Australian,Australian,1986-11-27,1975-05-27,1976-11-08,41,2013-04-03 16:41:35.214000
CSK,KKR,1,5.1,1,20,14,203,-1,Michael Hussey,Suresh Raina,Sunil Narine,,,,24.374,0,0,,y,4.911,0.021,-0.145,0.515,5,5,Australian,Indian,West Indian,1975-05-27,1986-11-27,1988-05-26,41,2013-04-03 16:41:35.214000
CSK,KKR,1,5.2,2,20,14,203,-1,Michael Hussey,Suresh Raina,Sunil Narine,,,,24.982,1,1,,y,6.257,-0.183,0.070,0.747,39,33,Australian,Indian,West Indian,1975-05-27,1986-11-27,1988-05-26,41,2013-04-03 16:41:35.214000
CSK,KKR,1,5.3,3,14,20,203,-1,Suresh Raina,Michael Hussey,Sunil Narine,,,,24.971,1,1,,y,4.696,-0.196,0.093,0.525,64,53,Indian,Australian,West Indian,1986-11-27,1975-05-27,1988-05-26,41,2013-04-03 16:41:35.214000
CSK,KKR,1,5.4,4,20,14,203,-1,Michael Hussey,Suresh Raina,Sunil Narine,,,,25.356,0,0,,y,5.773,-0.213,0.282,0.731,5,5,Australian,Indian,West Indian,1975-05-27,1986-11-27,1988-05-26,41,2013-04-03 16:41:35.214000
CSK,KKR,1,5.5,5,20,14,203,-1,Michael Hussey,Suresh Raina,Sunil Narine,,,,25.072,4,4,,y,6.660,-0.070,0.530,0.629,94,37,Australian,Indian,West Indian,1975-05-27,1986-11-27,1988-05-26,41,2013-04-03 16:41:35.214000
CSK,KKR,1,5.6,6,20,14,203,20,Michael Hussey,Suresh Raina,Sunil Narine,run out (Brendon McCullum/Brett Lee),Michael Hussey,run out,26.134,0,0,,y,5.991,-0.270,0.006,0.532,0,0,Australian,Indian,West Indian,1975-05-27,1986-11-27,1988-05-26,41,2013-04-03 16:41:35.214000
CSK,KKR,1,6.1,1,14,25,85,-1,Suresh Raina,Dwayne Bravo,Iqbal Abdulla,,,,25.198,0,0,,y,6.621,-0.222,-0.141,0.459,44,42,Indian,West Indian,Indian,1986-11-27,1983-10-07,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,6.2,2,14,25,85,-1,Suresh Raina,Dwayne Bravo,Iqbal Abdulla,,,,25.735,0,0,,y,6.410,0.043,0.302,0.581,64,37,Indian,West Indian,Indian,1986-11-27,1983-10-07,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,6.3,3,14,25,85,-1,Suresh Raina,Dwayne Bravo,Iqbal Abdulla,,,,25.108,4,4,,y,5.305,-0.219,-0.332,0.754,14,19,Indian,West Indian,Indian,1986-11-27,1983-10-07,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,6.4,4,14,25,85,-1,Suresh Raina,Dwayne Bravo,Iqbal Abdulla,,,,25.703,1,1,,y,6.778,-0.150,-0.272,0.554,15,41,Indian,West Indian,Indian,1986-11-27,1983-10-07,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,6.5,5,25,14,85,-1,Dwayne Bravo,Suresh Raina,Iqbal Abdulla,,,,26.013,0,0,,y,4.941,-0.103,-0.143,0.568,43,42,West Indian,Indian,Indian,1983-10-07,1986-11-27,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,6.6,6,25,14,85,-1,Dwayne Bravo,Suresh Raina,Iqbal Abdulla,,,,24.871,6,6,,y,4.659,0.019,-0.026,0.710,88,80,West Indian,Indian,Indian,1983-10-07,1986-11-27,1989-12-02,41,2013-04-03 16:41:35.214000
CSK,KKR,1,7.1,1,14,25,198,-1,Suresh Raina,Dwayne Bravo,Jacques Kallis,,,,35.134,4,4,,y,8.991,-0.027,0.539,0.829,88,63,Indian,West Indian,South African,1986-11-27,1983-10-07,1975-10-16,41,2013-04-03 16:41:35.214000
