batting_team,bowling_team,inning,ovr,ovr_ball_num,batsman_id,non_striker_id,bowler_id,player_out_id,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,batsman_dob,non_striker_dob,bowler_dob,match_id,game_end_time
CSK,RR,1,1.1,1,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,36.678,2,2,,n,8.029,-0.301,-0.244,1.088,29,13,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,1.2,2,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,-1.000,0,0,,n,,,,,5,5,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,1.3,3,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,34.536,0,0,,n,7.736,-0.065,-0.036,0.908,5,5,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,1.4,4,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,34.849,1,1,,n,5.735,0.055,0.250,0.727,68,48,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,1.5,5,7,20,82,-1,Murali Vijay,Michael Hussey,Vikramjeet Malik,,,,35.607,0,0,,y,7.032,-0.460,-0.490,1.006,5,5,Indian,Australian,Indian,1984-04-01,1975-05-27,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,1.6,6,7,20,82,-1,Murali Vijay,Michael Hussey,Vikramjeet Malik,,,,-1.000,0,0,,y,4.666,-0.129,-0.081,0.543,45,44,Indian,Australian,Indian,1984-04-01,1975-05-27,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,2.1,1,20,7,193,-1,Michael Hussey,Murali Vijay,James Faulkner,,,,-1.000,1,1,,n,,,,,18,28,Australian,Indian,Australian,1975-05-27,1984-04-01,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,2.2,2,7,20,193,-1,Murali Vijay,Michael Hussey,James Faulkner,,,,-1.000,0,0,,y,,,,,48,41,Indian,Australian,Australian,1984-04-01,1975-05-27,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,2.3,3,7,20,193,-1,Murali Vijay,Michael Hussey,James Faulkner,,,,35.786,0,0,,y,9.477,0.091,-0.123,0.932,43,38,Indian,Australian,Australian,1984-04-01,1975-05-27,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,2.4,4,7,20,193,-1,Murali Vijay,Michael Hussey,James Faulkner,,,,-1.000,1,1,,y,,,,,20,16,Indian,Australian,Australian,1984-04-01,1975-05-27,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,2.5,5,20,7,193,-1,Michael Hussey,Murali Vijay,James Faulkner,,,,-1.000,1,1,,n,7.562,0.147,0.232,0.940,67,12,Australian,Indian,Australian,1975-05-27,1984-04-01,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,2.6,6,7,20,193,-1,Murali Vijay,Michael Hussey,James Faulkner,,,,37.571,1,0,Lb,y,7.826,0.120,0.065,0.917,5,5,Indian,Australian,Australian,1984-04-01,1975-05-27,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,3.1,1,7,20,82,-1,Murali Vijay,Michael Hussey,Vikramjeet Malik,,,,35.932,0,0,,y,4.225,-0.332,-0.353,0.511,36,58,Indian,Australian,Indian,1984-04-01,1975-05-27,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,3.2,2,7,20,82,-1,Murali Vijay,Michael Hussey,Vikramjeet Malik,,,,35.276,4,4,,y,8.181,-0.460,-0.356,0.751,10,56,Indian,Australian,Indian,1984-04-01,1975-05-27,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,3.3,3,7,20,82,-1,Murali Vijay,Michael Hussey,Vikramjeet Malik,,,,35.295,1,1,,y,6.869,-0.249,0.005,0.915,84,31,Indian,Australian,Indian,1984-04-01,1975-05-27,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,3.4,4,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,36.151,0,0,,n,6.483,0.059,0.253,0.762,5,5,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,3.5,5,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,36.455,0,0,,n,8.928,0.141,0.900,1.156,5,5,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,3.6,6,20,7,82,-1,Michael Hussey,Murali Vijay,Vikramjeet Malik,,,,36.519,4,4,,n,6.207,0.027,0.164,0.748,34,8,Australian,Indian,Indian,1975-05-27,1984-04-01,1983-05-09,61,2013-05-12 23:07:04.611000
CSK,RR,1,4.1,1,7,20,227,-1,Murali Vijay,Michael Hussey,Shane Watson,,,,35.676,0,0,,y,7.555,-0.583,-0.736,0.871,5,5,Indian,Australian,Australian,1984-04-01,1975-05-27,1981-06-17,61,2013-05-12 23:07:04.611000
CSK,RR,1,4.2,2,7,20,227,-1,Murali Vijay,Michael Hussey,Shane Watson,,,,36.687,3,3,,y,7.830,-0.352,-0.525,0.727,12,31,Indian,Australian,Australian,1984-04-01,1975-05-27,1981-06-17,61,2013-05-12 23:07:04.611000
CSK,RR,1,4.3,3,20,7,227,-1,Michael Hussey,Murali Vijay,Shane Watson,,,,36.905,0,0,,n,7.733,0.085,0.581,0.565,5,5,Australian,Indian,Australian,1975-05-27,1984-04-01,1981-06-17,61,2013-05-12 23:07:04.611000
CSK,RR,1,4.4,4,20,7,227,-1,Michael Hussey,Murali Vijay,Shane Watson,,,,38.345,2,0,Lb,n,4.703,-0.333,-0.420,0.527,5,5,Australian,Indian,Australian,1975-05-27,1984-04-01,1981-06-17,61,2013-05-12 23:07:04.611000
CSK,RR,1,4.5,5,20,7,227,-1,Michael Hussey,Murali Vijay,Shane Watson,,,,37.810,1,1,,n,7.310,-0.067,0.059,0.865,55,39,Australian,Indian,Australian,1975-05-27,1984-04-01,1981-06-17,61,2013-05-12 23:07:04.611000
CSK,RR,1,4.6,6,7,20,227,-1,Murali Vijay,Michael Hussey,Shane Watson,,,,38.223,0,0,,y,6.017,-0.235,-0.133,0.674,49,40,Indian,Australian,Australian,1984-04-01,1975-05-27,1981-06-17,61,2013-05-12 23:07:04.611000
CSK,RR,1,5.1,1,20,7,193,-1,Michael Hussey,Murali Vijay,James Faulkner,,,,37.995,0,0,,n,4.968,0.109,-0.059,0.562,36,54,Australian,Indian,Australian,1975-05-27,1984-04-01,1990-04-29,61,2013-05-12 23:07:04.611000
CSK,RR,1,5.2,2,20,7,193,-1,Michael Hussey,Murali Vijay,James Faulkner,,,,38.245,0,0,,n,7.235,0.398,0.524,0.782,5,5,Australian,Indian,Australian,1975-05-27,1984-04-01,1990-04-29,61,2013-05-12 23:07:04.611000
