,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,MI,CSK,1,1.1,Michael Hussey,Aditya Tare,Ishwar Pandey,,,,130.69629859879998,0,0,,False,7.5779999999999985,0.133,0.153,0.813,35.0,36.0,Australian,Indian,Indian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,24.709589041095892,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,0.0
1,1,MI,CSK,1,1.2,Michael Hussey,Aditya Tare,Ishwar Pandey,,,,129.30564000152,1,1,,False,8.482000000000001,0.146,0.129,0.95,36.0,32.0,Australian,Indian,Indian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,24.709589041095892,1,False,True,False,False,False,False,0,False,,1.0,2.0,0.0,0.0
2,2,MI,CSK,1,1.3,Aditya Tare,Michael Hussey,Ishwar Pandey,,,,132.95161539128,1,1,,True,7.52,-0.312,-0.377,0.86,37.0,37.0,Indian,Australian,Indian,13,Dubai International Stadium,2014-04-25,26.482191780821925,38.939726027397256,24.709589041095892,1,False,True,False,False,False,False,0,False,,2.0,3.0,0.0,0.0
3,3,MI,CSK,1,1.4,Michael Hussey,Aditya Tare,Ishwar Pandey,,,,135.23215138112002,0,0,,False,7.278,-0.098,-0.195,0.894,63.0,37.0,Australian,Indian,Indian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,24.709589041095892,1,True,False,False,False,False,False,0,False,,2.0,4.0,0.0,0.0
4,4,MI,CSK,1,1.5,Michael Hussey,Aditya Tare,Ishwar Pandey,,,,134.61608241704002,0,0,,False,9.038,-0.075,-0.472,0.823,,,Australian,Indian,Indian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,24.709589041095892,1,True,False,False,False,False,False,0,False,,2.0,5.0,0.0,0.0
5,5,MI,CSK,1,1.6,Michael Hussey,Aditya Tare,Ishwar Pandey,,,,132.72464261504,0,0,,False,7.391,0.056,-0.113,0.754,64.0,39.0,Australian,Indian,Indian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,24.709589041095892,1,True,False,False,False,False,False,0,False,,2.0,6.0,0.0,0.0
6,6,MI,CSK,1,2.1,Aditya Tare,Michael Hussey,Ben Hilfenhaus,,,,138.13235907752,4,4,,True,6.641,-0.3670000000000001,-0.61,0.7709999999999999,8.0,38.0,Indian,Australian,Australian,13,Dubai International Stadium,2014-04-25,26.482191780821925,38.939726027397256,31.134246575342466,1,False,False,False,False,True,False,0,False,,6.0,7.0,0.0,0.0
7,7,MI,CSK,1,2.2,Aditya Tare,Michael Hussey,Ben Hilfenhaus,,,,135.56000094680002,0,0,,True,8.182,-0.106,-0.139,0.782,56.0,47.0,Indian,Australian,Australian,13,Dubai International Stadium,2014-04-25,26.482191780821925,38.939726027397256,31.134246575342466,1,True,False,False,False,False,False,0,False,,6.0,8.0,0.0,0.0
8,8,MI,CSK,1,2.3,Aditya Tare,Michael Hussey,Ben Hilfenhaus,,,,136.41024817208,4,4,,True,9.46,-0.234,-0.429,1.092,7.0,33.0,Indian,Australian,Australian,13,Dubai International Stadium,2014-04-25,26.482191780821925,38.939726027397256,31.134246575342466,1,False,False,False,False,True,False,0,False,,10.0,9.0,0.0,0.0
9,9,MI,CSK,1,2.4,Aditya Tare,Michael Hussey,Ben Hilfenhaus,,,,137.55592028072,1,1,,True,8.227,0.067,0.179,0.721,71.0,32.0,Indian,Australian,Australian,13,Dubai International Stadium,2014-04-25,26.482191780821925,38.939726027397256,31.134246575342466,1,False,True,False,False,False,False,0,False,,11.0,10.0,0.0,0.0
10,10,MI,CSK,1,2.5,Michael Hussey,Aditya Tare,Ben Hilfenhaus,,,,138.70519513184001,0,0,,False,8.106,0.059,-0.261,0.845,,,Australian,Indian,Australian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,31.134246575342466,1,True,False,False,False,False,False,0,False,,11.0,11.0,0.0,0.0
11,11,MI,CSK,1,2.6,Michael Hussey,Aditya Tare,Ben Hilfenhaus,b Ben Hilfenhaus,Michael Hussey,bowled,138.4782223556,0,0,,False,7.017,0.066,-0.136,0.682,,,Australian,Indian,Australian,13,Dubai International Stadium,2014-04-25,38.939726027397256,26.482191780821925,31.134246575342466,1,True,False,False,False,False,False,1,True,,11.0,12.0,1.0,0.0
12,12,MI,CSK,1,3.1,Aditya Tare,Corey Anderson,Ishwar Pandey,,,,133.45960208096,0,0,,True,8.162,-0.262,-0.547,0.928,,,Indian,New Zealander,Indian,13,Dubai International Stadium,2014-04-25,26.482191780821925,23.38082191780822,24.709589041095892,1,True,False,False,False,False,False,0,False,,11.0,13.0,1.0,0.0
13,13,MI,CSK,1,3.2,Aditya Tare,Corey Anderson,Ishwar Pandey,,,,135.8662340576,4,4,,True,9.37,-0.495,-0.617,1.015,9.0,52.0,Indian,New Zealander,Indian,13,Dubai International Stadium,2014-04-25,26.482191780821925,23.38082191780822,24.709589041095892,1,False,False,False,False,True,False,0,False,,15.0,14.0,1.0,0.0
14,14,MI,CSK,1,3.3,Aditya Tare,Corey Anderson,Ishwar Pandey,,,,134.46476723288,4,4,,True,5.6560000000000015,-0.383,-0.54,0.625,8.0,48.0,Indian,New Zealander,Indian,13,Dubai International Stadium,2014-04-25,26.482191780821925,23.38082191780822,24.709589041095892,1,False,False,False,False,True,False,0,False,,19.0,15.0,1.0,0.0
15,15,MI,CSK,1,3.4,Aditya Tare,Corey Anderson,Ishwar Pandey,,,,134.24139719912,0,0,,True,8.308,-0.5379999999999999,-1.012,1.025,,,Indian,New Zealander,Indian,13,Dubai International Stadium,2014-04-25,26.482191780821925,23.38082191780822,24.709589041095892,1,True,False,False,False,False,False,0,False,,19.0,16.0,1.0,0.0
16,16,MI,CSK,1,3.5,Aditya Tare,Corey Anderson,Ishwar Pandey,,,,134.29183559383998,1,1,,True,9.318,-0.22,-0.113,1.125,56.0,40.0,Indian,New Zealander,Indian,13,Dubai International Stadium,2014-04-25,26.482191780821925,23.38082191780822,24.709589041095892,1,False,True,False,False,False,False,0,False,,20.0,17.0,1.0,0.0
