,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,KXIP,MI,1,1.1,Cheteshwar Pujara,Virender Sehwag,Zaheer Khan,,,,134.11169846983998,0,0,,True,7.6960000000000015,-0.397,-0.764,0.838,,,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,35.594520547945216,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,0.0
1,1,KXIP,MI,1,1.2,Cheteshwar Pujara,Virender Sehwag,Zaheer Khan,,,,134.11169846983998,4,4,,True,7.21,-0.002,-0.329,0.784,93.0,30.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,35.594520547945216,1,False,False,False,False,True,False,0,False,,4.0,2.0,0.0,0.0
2,2,KXIP,MI,1,1.3,Cheteshwar Pujara,Virender Sehwag,Zaheer Khan,,,,,0,0,,True,6.439,0.106,-0.28300000000000003,1.321,37.0,33.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,35.594520547945216,1,True,False,False,False,False,False,0,False,,4.0,3.0,0.0,0.0
3,3,KXIP,MI,1,1.4,Cheteshwar Pujara,Virender Sehwag,Zaheer Khan,,,,,0,0,,True,6.167000000000002,-0.232,-0.588,0.88,36.0,42.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,35.594520547945216,1,True,False,False,False,False,False,0,False,,4.0,4.0,0.0,0.0
4,4,KXIP,MI,1,1.5,Cheteshwar Pujara,Virender Sehwag,Zaheer Khan,,,,,0,0,,True,9.353,-0.138,-0.982,0.7859999999999999,36.0,28.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,35.594520547945216,1,True,False,False,False,False,False,0,False,,4.0,5.0,0.0,0.0
5,5,KXIP,MI,1,1.6,Cheteshwar Pujara,Virender Sehwag,Zaheer Khan,,,,,1,1,,True,,,,,24.0,15.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,35.594520547945216,1,False,True,False,False,False,False,0,False,,5.0,6.0,0.0,0.0
6,6,KXIP,MI,1,2.1,Cheteshwar Pujara,Virender Sehwag,Jasprit Bumrah,,,,,0,0,,True,,,,,43.0,35.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,20.41917808219178,1,True,False,False,False,False,False,0,False,,5.0,7.0,0.0,0.0
7,7,KXIP,MI,1,2.2,Cheteshwar Pujara,Virender Sehwag,Jasprit Bumrah,,,,,2,0,Wd,True,,,,,,,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,20.41917808219178,0,False,False,False,False,False,False,0,False,,7.0,7.0,0.0,0.0
8,8,KXIP,MI,1,2.3,Virender Sehwag,Cheteshwar Pujara,Jasprit Bumrah,,,,,1,1,,True,,,,,40.0,32.0,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,35.55890410958905,26.28767123287671,20.41917808219178,1,False,True,False,False,False,False,0,False,,8.0,8.0,0.0,0.0
9,9,KXIP,MI,1,2.4,Cheteshwar Pujara,Virender Sehwag,Jasprit Bumrah,,,,,0,0,,True,,,,,,,Indian,Indian,Indian,22,Wankhede Stadium,2014-05-03,26.28767123287671,35.55890410958905,20.41917808219178,1,True,False,False,False,False,False,0,False,,8.0,9.0,0.0,0.0
