,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,CSK,SRH,1,1.1,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,131.46368274704002,0,0,,True,8.378,-0.37,-0.34700000000000003,0.619,39.0,53.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,0.0
1,1,CSK,SRH,1,1.2,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,130.89805217768,0,0,,True,8.124,-0.584,-0.754,0.612,30.0,48.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,True,False,False,False,False,False,0,False,,0.0,2.0,0.0,0.0
2,2,CSK,SRH,1,1.3,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,132.4436287016,4,4,,True,6.893,-0.597,-0.821,0.7,8.0,52.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,False,False,False,False,True,False,0,False,,4.0,3.0,0.0,0.0
3,3,CSK,SRH,1,1.4,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,133.84509552632,0,0,,True,7.457000000000002,-0.337,-0.085,0.613,55.0,55.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,True,False,False,False,False,False,0,False,,4.0,4.0,0.0,0.0
4,4,CSK,SRH,1,1.5,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,135.41228850512,4,4,,True,3.909,-0.204,-0.061,0.319,59.0,94.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,False,False,False,False,True,False,0,False,,8.0,5.0,0.0,0.0
5,5,CSK,SRH,1,1.6,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,131.0385591344,4,4,,True,8.558,-0.394,-0.232,0.7859999999999999,10.0,27.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,False,False,False,False,True,False,0,False,,12.0,6.0,0.0,0.0
6,6,CSK,SRH,1,2.1,Francois du Plessis,Dwayne Smith,Dale Steyn,,,,143.27707533896003,0,0,,True,4.8889999999999985,-0.078,0.123,0.484,72.0,43.0,South African,West Indian,South African,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,30.923287671232877,1,True,False,False,False,False,False,0,False,,12.0,7.0,0.0,0.0
7,7,CSK,SRH,1,2.2,Francois du Plessis,Dwayne Smith,Dale Steyn,,,,141.99089627360001,4,4,,True,6.641,-0.031,0.236,0.563,88.0,22.0,South African,West Indian,South African,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,30.923287671232877,1,False,False,False,False,True,False,0,False,,16.0,8.0,0.0,0.0
8,8,CSK,SRH,1,2.3,Francois du Plessis,Dwayne Smith,Dale Steyn,,,,141.47570409896002,0,0,,True,7.741,-0.349,-0.302,0.8240000000000001,39.0,37.0,South African,West Indian,South African,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,30.923287671232877,1,True,False,False,False,False,False,0,False,,16.0,9.0,0.0,0.0
9,9,CSK,SRH,1,2.4,Francois du Plessis,Dwayne Smith,Dale Steyn,,,,,4,4,,True,,,,,34.0,89.0,South African,West Indian,South African,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,30.923287671232877,1,False,False,False,False,True,False,0,False,,20.0,10.0,0.0,0.0
10,10,CSK,SRH,1,2.5,Francois du Plessis,Dwayne Smith,Dale Steyn,,,,143.6841852392,0,0,,True,8.798,-0.503,-0.596,1.011,32.0,42.0,South African,West Indian,South African,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,30.923287671232877,1,True,False,False,False,False,False,0,False,,20.0,11.0,0.0,0.0
11,11,CSK,SRH,1,2.6,Francois du Plessis,Dwayne Smith,Dale Steyn,,,,144.1525417616,4,4,,True,5.81,-0.085,0.01,0.6709999999999999,89.0,59.0,South African,West Indian,South African,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,30.923287671232877,1,False,False,False,False,True,False,0,False,,24.0,12.0,0.0,0.0
12,12,CSK,SRH,1,3.1,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,135.57080917424005,1,1,,True,8.116,-0.16399999999999998,0.1,0.733,75.0,67.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,False,True,False,False,False,False,0,False,,25.0,13.0,0.0,0.0
13,13,CSK,SRH,1,3.2,Francois du Plessis,Dwayne Smith,Bhuvneshwar Kumar,,,,134.7854113136,4,4,,True,7.98,-0.315,-0.105,0.6,12.0,58.0,South African,West Indian,Indian,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,23.476712328767125,1,False,False,False,False,True,False,0,False,,29.0,14.0,0.0,0.0
14,14,CSK,SRH,1,3.3,Francois du Plessis,Dwayne Smith,Bhuvneshwar Kumar,,,,135.17090475896,0,0,,True,9.11,-0.241,0.006,0.664,58.0,60.0,South African,West Indian,Indian,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,23.476712328767125,1,True,False,False,False,False,False,0,False,,29.0,15.0,0.0,0.0
15,15,CSK,SRH,1,3.4,Francois du Plessis,Dwayne Smith,Bhuvneshwar Kumar,,,,,1,1,,True,,,,,81.0,48.0,South African,West Indian,Indian,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,23.476712328767125,1,False,True,False,False,False,False,0,False,,30.0,16.0,0.0,0.0
16,16,CSK,SRH,1,3.5,Dwayne Smith,Francois du Plessis,Bhuvneshwar Kumar,,,,,1,1,,True,8.411,-0.258,-0.031,0.638,63.0,73.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,23.476712328767125,1,False,True,False,False,False,False,0,False,,31.0,17.0,0.0,0.0
17,17,CSK,SRH,1,3.6,Francois du Plessis,Dwayne Smith,Bhuvneshwar Kumar,,,,132.4436287016,1,1,,True,8.156,-0.151,0.187,0.7390000000000001,83.0,46.0,South African,West Indian,Indian,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,23.476712328767125,1,False,True,False,False,False,False,0,False,,32.0,18.0,0.0,0.0
18,18,CSK,SRH,1,4.1,Francois du Plessis,Dwayne Smith,Karan Sharma,,,,85.35938723048001,1,1,,True,3.446,0.079,0.268,0.5489999999999999,30.0,76.0,South African,West Indian,Indian,50,JSCA Stadium,2014-05-22,29.876712328767123,31.13150684931507,26.5972602739726,1,False,True,False,False,False,False,0,False,,33.0,19.0,0.0,0.0
19,19,CSK,SRH,1,4.2,Dwayne Smith,Francois du Plessis,Karan Sharma,,,,90.16184295632,0,0,,True,5.789,-0.08900000000000001,0.08199999999999999,0.609,37.0,27.0,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,26.5972602739726,1,True,False,False,False,False,False,0,False,,33.0,20.0,0.0,0.0
20,20,CSK,SRH,1,4.3,Dwayne Smith,Francois du Plessis,Karan Sharma,run out (Karan Sharma),Francois du Plessis,run out,89.3007875036,0,0,,True,3.335,-0.107,-0.013,0.627,,,West Indian,South African,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,29.876712328767123,26.5972602739726,1,True,False,False,False,False,False,1,False,,33.0,21.0,1.0,0.0
21,21,CSK,SRH,1,4.4,Dwayne Smith,Suresh Raina,Karan Sharma,,,,90.33477459535999,0,0,,True,4.687,0.181,0.465,0.65,,,West Indian,Indian,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,27.5013698630137,26.5972602739726,1,True,False,False,False,False,False,0,False,,33.0,22.0,1.0,0.0
22,22,CSK,SRH,1,4.5,Dwayne Smith,Suresh Raina,Karan Sharma,,,,89.8411988756,0,0,,True,6.884,-0.073,0.225,0.84,44.0,31.0,West Indian,Indian,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,27.5013698630137,26.5972602739726,1,True,False,False,False,False,False,0,False,,33.0,23.0,1.0,0.0
23,23,CSK,SRH,1,4.6,Dwayne Smith,Suresh Raina,Karan Sharma,,,,90.2555142608,1,1,,True,6.09,-0.09,0.025,0.629,79.0,48.0,West Indian,Indian,Indian,50,JSCA Stadium,2014-05-22,31.13150684931507,27.5013698630137,26.5972602739726,1,False,True,False,False,False,False,0,False,,34.0,24.0,1.0,0.0
24,24,CSK,SRH,1,5.1,Dwayne Smith,Suresh Raina,Dale Steyn,,,,141.73510155751998,0,0,,True,8.234,-0.545,-0.677,0.7070000000000001,34.0,41.0,West Indian,Indian,South African,50,JSCA Stadium,2014-05-22,31.13150684931507,27.5013698630137,30.923287671232877,1,True,False,False,False,False,False,0,False,,34.0,25.0,1.0,0.0
25,25,CSK,SRH,1,5.2,Dwayne Smith,Suresh Raina,Dale Steyn,,,,140.05982630431998,0,0,,True,9.376,-0.312,-0.159,0.981,47.0,42.0,West Indian,Indian,South African,50,JSCA Stadium,2014-05-22,31.13150684931507,27.5013698630137,30.923287671232877,1,True,False,False,False,False,False,0,False,,34.0,26.0,1.0,0.0
