batting_team,bowling_team,inning,ovr,ovr_ball_num,batsman_id,non_striker_id,bowler_id,player_out_id,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,batsman_dob,non_striker_dob,bowler_dob,match_id,game_end_time
KXIP,KKR,1,1.1,1,45,1085,169,-1,Virender Sehwag,Manan Vohra,Morne Morkel,,,,40.649,1,0,Lb,y,7.582,-0.212,0.289,0.852,40,23,Indian,Indian,South African,1978-10-20,1993-07-18,1984-10-06,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,1.2,2,1085,45,169,-1,Manan Vohra,Virender Sehwag,Morne Morkel,,,,38.909,2,2,,y,8.066,-0.413,-0.220,1.066,20,20,Indian,Indian,South African,1993-07-18,1978-10-20,1984-10-06,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,1.3,3,1085,45,169,-1,Manan Vohra,Virender Sehwag,Morne Morkel,,,,41.319,0,0,,y,5.711,-0.190,0.003,0.768,66,41,Indian,Indian,South African,1993-07-18,1978-10-20,1984-10-06,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,1.4,4,1085,45,169,-1,Manan Vohra,Virender Sehwag,Morne Morkel,,,,41.453,4,4,,y,5.443,-0.402,-0.380,0.620,40,7,Indian,Indian,South African,1993-07-18,1978-10-20,1984-10-06,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,1.5,5,1085,45,169,-1,Manan Vohra,Virender Sehwag,Morne Morkel,,,,40.382,2,2,,y,8.690,-0.525,-0.405,1.077,17,19,Indian,Indian,South African,1993-07-18,1978-10-20,1984-10-06,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,1.6,6,1085,45,169,-1,Manan Vohra,Virender Sehwag,Morne Morkel,,,,40.508,0,0,,y,6.966,-0.691,-0.792,0.882,5,5,Indian,Indian,South African,1993-07-18,1978-10-20,1984-10-06,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,2.1,1,45,1085,59,-1,Virender Sehwag,Manan Vohra,Umesh Yadav,,,,39.132,0,0,,y,6.892,-0.449,-0.551,0.633,5,5,Indian,Indian,Indian,1978-10-20,1993-07-18,1987-10-25,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,2.2,2,45,1085,59,-1,Virender Sehwag,Manan Vohra,Umesh Yadav,,,,37.214,0,0,,y,4.199,-0.020,0.013,0.344,56,58,Indian,Indian,Indian,1978-10-20,1993-07-18,1987-10-25,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,2.3,3,45,1085,59,-1,Virender Sehwag,Manan Vohra,Umesh Yadav,,,,38.508,0,0,,y,12.460,-0.291,-0.075,1.670,5,5,Indian,Indian,Indian,1978-10-20,1993-07-18,1987-10-25,60,2014-06-01 23:30:25.424000
KXIP,KKR,1,2.4,4,45,1085,59,-1,Virender Sehwag,Manan Vohra,Umesh Yadav,,,,38.061,1,1,,y,6.900,-0.325,-0.328,0.667,43,7,Indian,Indian,Indian,1978-10-20,1993-07-18,1987-10-25,60,2014-06-01 23:30:25.424000
