batting_team,bowling_team,inning,ovr,ovr_ball_num,batsman_id,non_striker_id,bowler_id,player_out_id,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,batsman_dob,non_striker_dob,bowler_dob,match_id,game_end_time
MI,CSK,1,1.1,1,595,155,590,-1,Lendl Simmons,CM Gautam,Samuel Badree,,,,-1.000,1,0,Wd,y,,,,,5,5,West Indian,Indian,West Indian,1985-01-25,1986-03-08,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,1.2,1,595,155,590,-1,Lendl Simmons,CM Gautam,Samuel Badree,,,,-1.000,0,0,,y,,,,,35,38,West Indian,Indian,West Indian,1985-01-25,1986-03-08,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,1.3,2,595,155,590,-1,Lendl Simmons,CM Gautam,Samuel Badree,,,,-1.000,1,1,,y,,,,,62,82,West Indian,Indian,West Indian,1985-01-25,1986-03-08,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,1.4,3,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,0,0,,y,,,,,50,42,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,1.5,4,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,0,0,,y,,,,,42,36,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,1.6,5,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,1,1,,y,,,,,62,83,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,1.7,6,595,155,590,-1,Lendl Simmons,CM Gautam,Samuel Badree,,,,-1.000,1,1,,y,,,,,92,41,West Indian,Indian,West Indian,1985-01-25,1986-03-08,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,2.1,1,595,155,1090,-1,Lendl Simmons,CM Gautam,Ishwar Pandey,,,,36.217,0,0,,y,5.220,-0.624,-0.867,0.577,5,5,West Indian,Indian,Indian,1985-01-25,1986-03-08,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,2.2,2,595,155,1090,-1,Lendl Simmons,CM Gautam,Ishwar Pandey,,,,37.596,0,0,,y,9.339,-0.453,-0.697,0.979,5,5,West Indian,Indian,Indian,1985-01-25,1986-03-08,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,2.3,3,595,155,1090,-1,Lendl Simmons,CM Gautam,Ishwar Pandey,,,,37.291,0,0,,y,9.162,-0.423,-0.657,0.949,31,35,West Indian,Indian,Indian,1985-01-25,1986-03-08,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,2.4,4,595,155,1090,-1,Lendl Simmons,CM Gautam,Ishwar Pandey,,,,37.972,4,4,,y,10.304,-0.316,-0.352,1.189,94,45,West Indian,Indian,Indian,1985-01-25,1986-03-08,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,2.5,5,595,155,1090,-1,Lendl Simmons,CM Gautam,Ishwar Pandey,,,,36.558,0,0,,y,8.977,-0.503,-0.745,1.057,5,5,West Indian,Indian,Indian,1985-01-25,1986-03-08,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,2.6,6,595,155,1090,-1,Lendl Simmons,CM Gautam,Ishwar Pandey,,,,37.883,0,0,,y,9.450,-0.491,-0.663,1.283,34,29,West Indian,Indian,Indian,1985-01-25,1986-03-08,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,3.1,1,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,4,4,,y,13.957,0.058,-0.832,2.148,36,7,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,3.2,2,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,0,0,,y,,,,,63,37,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,3.3,3,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,4,4,,y,12.052,-0.112,-0.906,1.784,8,27,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,3.4,4,155,595,590,-1,CM Gautam,Lendl Simmons,Samuel Badree,,,,-1.000,0,0,,y,12.052,-0.112,-0.906,1.784,40,36,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,3.5,5,155,595,590,155,CM Gautam,Lendl Simmons,Samuel Badree,c Brendon McCullum b Samuel Badree,CM Gautam,caught fielder,24.541,0,0,,y,2.990,-0.211,-0.052,0.458,0,0,Indian,West Indian,West Indian,1986-03-08,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,3.6,6,100,595,590,-1,Ambati Rayudu,Lendl Simmons,Samuel Badree,,,,-1.000,0,0,,y,,,,,45,39,Indian,West Indian,West Indian,1985-09-23,1985-01-25,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.1,1,595,100,1090,-1,Lendl Simmons,Ambati Rayudu,Ishwar Pandey,,,,36.086,1,1,,y,7.833,-0.460,-0.641,0.919,14,26,West Indian,Indian,Indian,1985-01-25,1985-09-23,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.2,2,100,595,1090,-1,Ambati Rayudu,Lendl Simmons,Ishwar Pandey,,,,37.548,1,0,Wd,y,5.734,-0.747,-1.027,0.654,5,5,Indian,West Indian,Indian,1985-09-23,1985-01-25,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.3,2,100,595,1090,-1,Ambati Rayudu,Lendl Simmons,Ishwar Pandey,,,,37.092,0,0,,y,6.516,-0.567,-0.738,0.677,5,5,Indian,West Indian,Indian,1985-09-23,1985-01-25,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.4,3,100,595,1090,-1,Ambati Rayudu,Lendl Simmons,Ishwar Pandey,,,,37.226,0,0,,y,8.541,-0.416,-0.231,1.029,38,36,Indian,West Indian,Indian,1985-09-23,1985-01-25,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.5,4,100,595,1090,-1,Ambati Rayudu,Lendl Simmons,Ishwar Pandey,,,,36.946,0,0,,y,9.987,-0.465,-0.427,1.301,33,28,Indian,West Indian,Indian,1985-09-23,1985-01-25,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.6,5,100,595,1090,-1,Ambati Rayudu,Lendl Simmons,Ishwar Pandey,,,,37.296,0,0,,y,8.103,-0.599,-0.856,0.704,5,5,Indian,West Indian,Indian,1985-09-23,1985-01-25,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,4.7,6,100,595,1090,-1,Ambati Rayudu,Lendl Simmons,Ishwar Pandey,,,,36.450,0,0,,y,8.433,-0.362,-0.570,0.929,5,5,Indian,West Indian,Indian,1985-09-23,1985-01-25,1989-08-15,33,2014-05-10 23:33:00.977000
MI,CSK,1,5.1,1,595,100,590,-1,Lendl Simmons,Ambati Rayudu,Samuel Badree,,,,-1.000,0,0,,y,,,,,40,39,West Indian,Indian,West Indian,1985-01-25,1985-09-23,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,5.2,2,595,100,590,-1,Lendl Simmons,Ambati Rayudu,Samuel Badree,,,,-1.000,6,6,,y,,,,,40,91,West Indian,Indian,West Indian,1985-01-25,1985-09-23,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,5.3,3,595,100,590,-1,Lendl Simmons,Ambati Rayudu,Samuel Badree,,,,-1.000,0,0,,y,,,,,39,39,West Indian,Indian,West Indian,1985-01-25,1985-09-23,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,5.4,4,595,100,590,-1,Lendl Simmons,Ambati Rayudu,Samuel Badree,,,,-1.000,6,6,,y,,,,,87,90,West Indian,Indian,West Indian,1985-01-25,1985-09-23,1981-03-09,33,2014-05-10 23:33:00.977000
MI,CSK,1,5.5,5,595,100,590,-1,Lendl Simmons,Ambati Rayudu,Samuel Badree,,,,-1.000,1,1,,y,,,,,74,45,West Indian,Indian,West Indian,1985-01-25,1985-09-23,1981-03-09,33,2014-05-10 23:33:00.977000
