,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,DD,SRH,1,1.1,Quinton de Kock,Kevin Pietersen,Dale Steyn,,,,142.63218443504005,0,0,,False,7.284,-0.132,-0.373,0.481,,,South African,English,South African,32,Kotla,2014-05-10,21.40821917808219,33.890410958904106,30.89041095890411,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,1.0
1,1,DD,SRH,1,1.2,Quinton de Kock,Kevin Pietersen,Dale Steyn,,,,142.31154035432,2,2,,False,8.918,0.084,0.066,0.964,15.0,25.0,South African,English,South African,32,Kotla,2014-05-10,21.40821917808219,33.890410958904106,30.89041095890411,1,False,False,True,False,False,False,0,False,,2.0,2.0,0.0,1.0
2,2,DD,SRH,1,1.3,Quinton de Kock,Kevin Pietersen,Dale Steyn,,,,138.63674302472,1,1,,False,8.836,0.047,0.117,1.019,13.0,32.0,South African,English,South African,32,Kotla,2014-05-10,21.40821917808219,33.890410958904106,30.89041095890411,1,False,True,False,False,False,False,0,False,,3.0,3.0,0.0,1.0
3,3,DD,SRH,1,1.4,Kevin Pietersen,Quinton de Kock,Dale Steyn,,,,142.50248570576,0,0,,True,6.7639999999999985,-0.28800000000000003,-0.498,0.674,,,English,South African,South African,32,Kotla,2014-05-10,33.890410958904106,21.40821917808219,30.89041095890411,1,True,False,False,False,False,False,0,False,,3.0,4.0,0.0,1.0
4,4,DD,SRH,1,1.5,Kevin Pietersen,Quinton de Kock,Dale Steyn,,,,144.19577467135997,1,1,,True,7.447999999999999,-0.049,0.036000000000000004,0.8240000000000001,65.0,9.0,English,South African,South African,32,Kotla,2014-05-10,33.890410958904106,21.40821917808219,30.89041095890411,1,False,True,False,False,False,False,0,False,,4.0,5.0,0.0,1.0
5,5,DD,SRH,1,1.6,Quinton de Kock,Kevin Pietersen,Dale Steyn,,,,141.73510155751998,0,0,,False,8.697000000000001,-0.012,-0.305,0.82,50.0,38.0,South African,English,South African,32,Kotla,2014-05-10,21.40821917808219,33.890410958904106,30.89041095890411,1,True,False,False,False,False,False,0,False,,4.0,6.0,0.0,1.0
6,6,DD,SRH,1,2.1,Kevin Pietersen,Quinton de Kock,Bhuvneshwar Kumar,,,,130.25316127375999,1,1,,True,8.071,-0.328,-0.569,1.018,44.0,53.0,English,South African,Indian,32,Kotla,2014-05-10,33.890410958904106,21.40821917808219,23.44383561643836,1,False,True,False,False,False,False,0,False,,5.0,7.0,0.0,1.0
7,7,DD,SRH,1,2.2,Quinton de Kock,Kevin Pietersen,Bhuvneshwar Kumar,,,,134.80702776848,3,3,,False,4.808,0.209,0.063,0.466,10.0,46.0,South African,English,Indian,32,Kotla,2014-05-10,21.40821917808219,33.890410958904106,23.44383561643836,1,False,False,False,True,False,False,0,False,,8.0,8.0,0.0,1.0
8,8,DD,SRH,1,2.3,Kevin Pietersen,Quinton de Kock,Bhuvneshwar Kumar,,,,136.97948148392,1,0,Lb,True,5.858,0.054000000000000006,0.34700000000000003,0.79,65.0,32.0,English,South African,Indian,32,Kotla,2014-05-10,33.890410958904106,21.40821917808219,23.44383561643836,1,False,False,False,False,False,False,0,False,,9.0,9.0,0.0,1.0
9,9,DD,SRH,1,2.4,Quinton de Kock,Kevin Pietersen,Bhuvneshwar Kumar,,,,136.26613847288002,0,0,,False,7.58,-0.016,-0.299,0.77,50.0,30.0,South African,English,Indian,32,Kotla,2014-05-10,21.40821917808219,33.890410958904106,23.44383561643836,1,True,False,False,False,False,False,0,False,,9.0,10.0,0.0,1.0
