,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,RCB,RR,1,1.1,Virat Kohli,Chris Gayle,Kane Richardson,,,,136.76331693512,0,0,,True,6.597,-0.562,-0.191,0.7140000000000001,58.0,39.0,Indian,West Indian,Australian,35,Chinnaswamy,2014-05-11,25.528767123287672,34.66027397260274,23.257534246575347,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,0.0
1,1,RCB,RR,1,1.2,Virat Kohli,Chris Gayle,Kane Richardson,,,,,0,0,,True,4.997,-0.485,-0.18,0.61,43.0,54.0,Indian,West Indian,Australian,35,Chinnaswamy,2014-05-11,25.528767123287672,34.66027397260274,23.257534246575347,1,True,False,False,False,False,False,0,False,,0.0,2.0,0.0,0.0
2,2,RCB,RR,1,1.3,Virat Kohli,Chris Gayle,Kane Richardson,,,,133.95317780072,0,0,,True,6.596,-0.728,-0.6809999999999999,0.755,,,Indian,West Indian,Australian,35,Chinnaswamy,2014-05-11,25.528767123287672,34.66027397260274,23.257534246575347,1,True,False,False,False,False,False,0,False,,0.0,3.0,0.0,0.0
3,3,RCB,RR,1,1.4,Virat Kohli,Chris Gayle,Kane Richardson,,,,140.56781299399998,4,4,,True,6.957000000000002,-0.498,-0.199,0.5920000000000001,91.0,24.0,Indian,West Indian,Australian,35,Chinnaswamy,2014-05-11,25.528767123287672,34.66027397260274,23.257534246575347,1,False,False,False,False,True,False,0,False,,4.0,4.0,0.0,0.0
4,4,RCB,RR,1,1.5,Virat Kohli,Chris Gayle,Kane Richardson,,,,140.42730603727998,0,0,,True,7.3820000000000014,-0.6509999999999999,-0.6859999999999999,0.845,,,Indian,West Indian,Australian,35,Chinnaswamy,2014-05-11,25.528767123287672,34.66027397260274,23.257534246575347,1,True,False,False,False,False,False,0,False,,4.0,5.0,0.0,0.0
5,5,RCB,RR,1,1.6,Virat Kohli,Chris Gayle,Kane Richardson,,,,141.25233406520002,0,0,,True,8.324,-0.722,-0.674,1.156,,,Indian,West Indian,Australian,35,Chinnaswamy,2014-05-11,25.528767123287672,34.66027397260274,23.257534246575347,1,True,False,False,False,False,False,0,False,,4.0,6.0,0.0,0.0
6,6,RCB,RR,1,2.1,Chris Gayle,Virat Kohli,Shane Watson,,,,132.66699873536,0,0,,False,5.265,0.129,0.14,0.5429999999999999,,,West Indian,Indian,Australian,35,Chinnaswamy,2014-05-11,34.66027397260274,25.528767123287672,32.92054794520548,1,True,False,False,False,False,False,0,False,,4.0,7.0,0.0,0.0
7,7,RCB,RR,1,2.2,Chris Gayle,Virat Kohli,Shane Watson,,,,135.03039780224006,0,0,,False,5.722,-0.117,-0.208,0.7190000000000001,60.0,37.0,West Indian,Indian,Australian,35,Chinnaswamy,2014-05-11,34.66027397260274,25.528767123287672,32.92054794520548,1,True,False,False,False,False,False,0,False,,4.0,8.0,0.0,0.0
8,8,RCB,RR,1,2.3,Chris Gayle,Virat Kohli,Shane Watson,,,,135.14928830408002,0,0,,False,6.481,-0.412,-0.901,0.648,,,West Indian,Indian,Australian,35,Chinnaswamy,2014-05-11,34.66027397260274,25.528767123287672,32.92054794520548,1,True,False,False,False,False,False,0,False,,4.0,9.0,0.0,0.0
9,9,RCB,RR,1,2.4,Chris Gayle,Virat Kohli,Shane Watson,,,,135.94909713464,1,1,,False,6.957000000000002,0.124,0.106,0.737,26.0,33.0,West Indian,Indian,Australian,35,Chinnaswamy,2014-05-11,34.66027397260274,25.528767123287672,32.92054794520548,1,False,True,False,False,False,False,0,False,,5.0,10.0,0.0,0.0
