,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,DD,RCB,1,1.1,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,140.22194971592,0,0,,True,6.948,-0.355,-0.501,0.594,34.0,36.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,0.0
1,1,DD,RCB,1,1.2,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,144.080486912,1,0,Wd,True,5.107,-0.721,-1.0490000000000002,0.536,,,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,0,False,False,False,False,False,False,0,False,,1.0,1.0,0.0,0.0
2,2,DD,RCB,1,1.3,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,,2,2,,True,,,,,20.0,15.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,False,False,True,False,False,False,0,False,,3.0,2.0,0.0,0.0
3,3,DD,RCB,1,1.4,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,,0,0,,True,,,,,32.0,36.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,True,False,False,False,False,False,0,False,,3.0,3.0,0.0,0.0
4,4,DD,RCB,1,1.5,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,142.47006102344,1,1,,True,4.792,-0.012,-0.063,0.28800000000000003,72.0,34.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,False,True,False,False,False,False,0,False,,4.0,4.0,0.0,0.0
5,5,DD,RCB,1,1.6,Murali Vijay,Mayank Agarwal,Mitchell Starc,,,,141.18748470056002,0,0,,True,10.948,0.038,-0.047,1.15,58.0,38.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,24.227397260273968,1,True,False,False,False,False,False,0,False,,4.0,5.0,0.0,0.0
6,6,DD,RCB,1,1.7,Murali Vijay,Mayank Agarwal,Mitchell Starc,,,,,0,0,,True,,,,,56.0,38.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,24.227397260273968,1,True,False,False,False,False,False,0,False,,4.0,6.0,0.0,0.0
7,7,DD,RCB,1,2.1,Mayank Agarwal,Murali Vijay,Albie Morkel,,,,132.14460107576,1,1,,True,11.487,-0.396,0.055,1.19,85.0,38.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,32.87397260273973,1,False,True,False,False,False,False,0,False,,5.0,7.0,0.0,0.0
8,8,DD,RCB,1,2.2,Murali Vijay,Mayank Agarwal,Albie Morkel,,,,133.95317780072,0,0,,True,7.457999999999998,-0.534,-0.8109999999999999,0.5820000000000001,,,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,32.87397260273973,1,True,False,False,False,False,False,0,False,,5.0,8.0,0.0,0.0
9,9,DD,RCB,1,2.3,Murali Vijay,Mayank Agarwal,Albie Morkel,,,,132.98764281607998,1,1,,True,9.088,-0.243,-0.041,0.931,80.0,35.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,32.87397260273973,1,False,True,False,False,False,False,0,False,,6.0,9.0,0.0,0.0
10,10,DD,RCB,1,2.4,Mayank Agarwal,Murali Vijay,Albie Morkel,,,,137.6495915852,0,0,,True,10.186,-0.519,-0.153,1.3219999999999998,61.0,52.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,32.87397260273973,1,True,False,False,False,False,False,0,False,,6.0,10.0,0.0,0.0
11,11,DD,RCB,1,2.5,Mayank Agarwal,Murali Vijay,Albie Morkel,,,,132.00769686152,1,1,,True,9.344,-0.4,-0.311,0.995,38.0,28.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,32.87397260273973,1,False,True,False,False,False,False,0,False,,7.0,11.0,0.0,0.0
12,12,DD,RCB,1,2.6,Murali Vijay,Mayank Agarwal,Albie Morkel,,,,136.04276843911998,0,0,,True,7.359,-0.35100000000000003,-0.304,0.688,35.0,30.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,32.87397260273973,1,True,False,False,False,False,False,0,False,,7.0,12.0,0.0,0.0
13,13,DD,RCB,1,3.1,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,143.59771941968,1,1,,True,7.436,-0.035,-0.267,0.81,48.0,27.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,False,True,False,False,False,False,0,False,,8.0,13.0,0.0,0.0
14,14,DD,RCB,1,3.2,Murali Vijay,Mayank Agarwal,Mitchell Starc,,,,141.28115600504,6,6,,True,5.336,0.033,0.018000000000000002,0.515,95.0,39.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,24.227397260273968,1,False,False,False,False,False,True,0,False,,14.0,14.0,0.0,0.0
15,15,DD,RCB,1,3.3,Murali Vijay,Mayank Agarwal,Mitchell Starc,,,,145.31262484016,0,0,,True,6.158,-0.379,-0.631,0.703,,,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,24.227397260273968,1,True,False,False,False,False,False,0,False,,14.0,15.0,0.0,0.0
16,16,DD,RCB,1,3.4,Murali Vijay,Mayank Agarwal,Mitchell Starc,,,,,1,1,,True,,,,,68.0,33.0,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,23.175342465753427,24.227397260273968,1,False,True,False,False,False,False,0,False,,15.0,16.0,0.0,0.0
17,17,DD,RCB,1,3.5,Mayank Agarwal,Murali Vijay,Mitchell Starc,,,,140.99653934911998,0,0,,True,9.311,-0.236,-0.59,1.351,,,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,True,False,False,False,False,False,0,False,,15.0,17.0,0.0,0.0
18,18,DD,RCB,1,3.6,Mayank Agarwal,Murali Vijay,Mitchell Starc,c Virat Kohli b Mitchell Starc,Mayank Agarwal,caught fielder,140.00218242463998,0,0,,True,11.765999999999998,0.138,-0.181,1.459,,,Indian,Indian,Australian,02,Sharjah Cricket Stadium,2014-04-17,23.175342465753427,30.063013698630137,24.227397260273968,1,True,False,False,False,False,False,1,True,,15.0,18.0,1.0,0.0
19,19,DD,RCB,1,4.1,Murali Vijay,Dinesh Karthik,Albie Morkel,,,,,0,0,,True,,,,,47.0,34.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,28.895890410958906,32.87397260273973,1,True,False,False,False,False,False,0,False,,15.0,19.0,1.0,0.0
20,20,DD,RCB,1,4.2,Murali Vijay,Dinesh Karthik,Albie Morkel,,,,135.07723345448,1,1,,True,7.68,-0.163,0.1,0.4970000000000001,86.0,35.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,28.895890410958906,32.87397260273973,1,False,True,False,False,False,False,0,False,,16.0,20.0,1.0,0.0
21,21,DD,RCB,1,4.3,Dinesh Karthik,Murali Vijay,Albie Morkel,c Parthiv Patel b Albie Morkel,Dinesh Karthik,caught keeper,136.23371379056002,0,0,,True,7.91,-0.35100000000000003,-0.507,0.969,,,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,28.895890410958906,30.063013698630137,32.87397260273973,1,True,False,False,False,False,False,1,True,,16.0,21.0,2.0,0.0
22,22,DD,RCB,1,4.4,Manoj Tiwary,Murali Vijay,Albie Morkel,,,,134.43234255056,0,0,,True,7.461,-0.627,-0.946,0.644,,,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,28.441095890410963,30.063013698630137,32.87397260273973,1,True,False,False,False,False,False,0,False,,16.0,22.0,2.0,0.0
23,23,DD,RCB,1,4.5,Manoj Tiwary,Murali Vijay,Albie Morkel,,,,136.04997392408,1,1,,True,5.1629999999999985,0.107,0.327,0.48,59.0,28.0,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,28.441095890410963,30.063013698630137,32.87397260273973,1,False,True,False,False,False,False,0,False,,17.0,23.0,2.0,0.0
24,24,DD,RCB,1,4.6,Murali Vijay,Manoj Tiwary,Albie Morkel,,,,133.98199974056,0,0,,True,6.933,-0.34600000000000003,-0.46,0.711,,,Indian,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,28.441095890410963,32.87397260273973,1,True,False,False,False,False,False,0,False,,17.0,24.0,2.0,0.0
25,25,DD,RCB,1,5.1,Manoj Tiwary,Murali Vijay,Varun Aaron,c Parthiv Patel b Varun Aaron,Manoj Tiwary,caught keeper,139.25641473128,0,0,,True,9.711,-0.068,0.219,0.89,,,Indian,Indian,Indian,02,Sharjah Cricket Stadium,2014-04-17,28.441095890410963,30.063013698630137,24.482191780821925,1,True,False,False,False,False,False,1,True,,17.0,25.0,3.0,0.0
26,26,DD,RCB,1,5.2,JP Duminy,Murali Vijay,Varun Aaron,,,,142.79430784664,0,0,,False,8.416,-0.7559999999999999,-0.451,0.912,,,South African,Indian,Indian,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,24.482191780821925,1,True,False,False,False,False,False,0,False,,17.0,26.0,3.0,0.0
27,27,DD,RCB,1,5.3,JP Duminy,Murali Vijay,Varun Aaron,,,,145.55040584384,0,0,,False,7.92,-0.6920000000000001,-0.426,0.87,66.0,28.0,South African,Indian,Indian,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,24.482191780821925,1,True,False,False,False,False,False,0,False,,17.0,27.0,3.0,0.0
28,28,DD,RCB,1,5.4,JP Duminy,Murali Vijay,Varun Aaron,,,,143.27707533896003,0,0,,False,10.366,-0.7240000000000001,-0.506,0.768,53.0,25.0,South African,Indian,Indian,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,24.482191780821925,1,True,False,False,False,False,False,0,False,,17.0,28.0,3.0,0.0
29,29,DD,RCB,1,5.5,JP Duminy,Murali Vijay,Varun Aaron,,,,145.58283052616002,0,0,,False,7.53,-0.4370000000000001,-0.051,0.77,33.0,35.0,South African,Indian,Indian,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,24.482191780821925,1,True,False,False,False,False,False,0,False,,17.0,29.0,3.0,0.0
30,30,DD,RCB,1,5.6,JP Duminy,Murali Vijay,Varun Aaron,,,,143.75624008879998,0,0,,False,10.789,-0.6629999999999999,-0.095,1.271,34.0,36.0,South African,Indian,Indian,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,24.482191780821925,1,True,False,False,False,False,False,0,False,,17.0,30.0,3.0,0.0
31,31,DD,RCB,1,6.1,Murali Vijay,JP Duminy,Albie Morkel,,,,136.20128910824,4,4,,True,6.657,-0.14,0.104,0.609,82.0,14.0,Indian,South African,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,30.02739726027397,32.87397260273973,1,False,False,False,False,True,False,0,False,,21.0,31.0,3.0,0.0
32,32,DD,RCB,1,6.2,Murali Vijay,JP Duminy,Albie Morkel,,,,137.31093379208,2,2,,True,6.4289999999999985,-0.222,0.004,0.535,60.0,52.0,Indian,South African,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,30.02739726027397,32.87397260273973,1,False,False,True,False,False,False,0,False,,23.0,32.0,3.0,0.0
33,33,DD,RCB,1,6.3,Murali Vijay,JP Duminy,Albie Morkel,,,,,1,1,,True,7.673999999999999,-0.377,-0.18,0.593,36.0,34.0,Indian,South African,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,30.02739726027397,32.87397260273973,1,False,True,False,False,False,False,0,False,,24.0,33.0,3.0,0.0
34,34,DD,RCB,1,6.4,JP Duminy,Murali Vijay,Albie Morkel,,,,,4,4,,False,4.785,0.018000000000000002,-0.055,0.282,37.0,93.0,South African,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,32.87397260273973,1,False,False,False,False,True,False,0,False,,28.0,34.0,3.0,0.0
35,35,DD,RCB,1,6.5,JP Duminy,Murali Vijay,Albie Morkel,,,,134.33146576112,1,1,,False,9.225,0.038,-0.294,0.907,66.0,14.0,South African,Indian,South African,02,Sharjah Cricket Stadium,2014-04-17,30.02739726027397,30.063013698630137,32.87397260273973,1,False,True,False,False,False,False,0,False,,29.0,35.0,3.0,0.0
36,36,DD,RCB,1,6.6,Murali Vijay,JP Duminy,Albie Morkel,,,,,1,1,,True,,,,,83.0,37.0,Indian,South African,South African,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,30.02739726027397,32.87397260273973,1,False,True,False,False,False,False,0,False,,30.0,36.0,3.0,0.0
37,37,DD,RCB,1,7.1,Murali Vijay,JP Duminy,Varun Aaron,,,,143.59771941968,0,0,,True,11.507,-0.138,0.026,1.204,54.0,38.0,Indian,South African,Indian,02,Sharjah Cricket Stadium,2014-04-17,30.063013698630137,30.02739726027397,24.482191780821925,1,True,False,False,False,False,False,0,False,,30.0,37.0,3.0,0.0
