,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,SRH,KKR,1,1.1,David Warner,Shikhar Dhawan,Morne Morkel,,,,144.23900758112,4,4,,False,10.488,0.371,0.336,1.3769999999999998,24.0,11.0,Australian,Indian,South African,54,Eden Gardens,2014-05-24,27.591780821917812,28.484931506849318,29.64931506849315,1,False,False,False,False,True,False,0,False,,4.0,1.0,0.0,0.0
1,1,SRH,KKR,1,1.2,David Warner,Shikhar Dhawan,Morne Morkel,,,,140.38047038503998,1,0,Wd,False,7.899,0.453,0.463,1.042,,,Australian,Indian,South African,54,Eden Gardens,2014-05-24,27.591780821917812,28.484931506849318,29.64931506849315,0,False,False,False,False,False,False,0,False,,5.0,1.0,0.0,0.0
2,2,SRH,KKR,1,1.3,David Warner,Shikhar Dhawan,Morne Morkel,b Morne Morkel,David Warner,bowled,147.45625661576,0,0,,False,6.04,0.055,-0.108,0.705,,,Australian,Indian,South African,54,Eden Gardens,2014-05-24,27.591780821917812,28.484931506849318,29.64931506849315,1,True,False,False,False,False,False,1,True,,5.0,2.0,1.0,0.0
3,3,SRH,KKR,1,1.4,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,,0,0,,True,,,,,,,Indian,Indian,South African,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,29.64931506849315,1,True,False,False,False,False,False,0,False,,5.0,3.0,1.0,0.0
4,4,SRH,KKR,1,1.5,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,144.15614450408,0,0,,True,8.804,-0.593,-0.446,1.267,,,Indian,Indian,South African,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,29.64931506849315,1,True,False,False,False,False,False,0,False,,5.0,4.0,1.0,0.0
5,5,SRH,KKR,1,1.6,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,144.19217192888001,0,0,,True,10.092,-0.465,-0.039,1.12,48.0,37.0,Indian,Indian,South African,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,29.64931506849315,1,True,False,False,False,False,False,0,False,,5.0,5.0,1.0,0.0
6,6,SRH,KKR,1,1.7,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,,4,4,,True,,,,,94.0,36.0,Indian,Indian,South African,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,29.64931506849315,1,False,False,False,False,True,False,0,False,,9.0,6.0,1.0,0.0
7,7,SRH,KKR,1,2.1,Shikhar Dhawan,Naman Ojha,Vinay Kumar,,,,132.82551940448,0,0,,False,8.302999999999999,-0.147,-0.3720000000000001,0.989,70.0,30.0,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,30.298630136986297,1,True,False,False,False,False,False,0,False,,9.0,7.0,1.0,0.0
8,8,SRH,KKR,1,2.2,Shikhar Dhawan,Naman Ojha,Vinay Kumar,,,,128.48421471608,0,0,,False,7.4929999999999986,-0.028,0.024,0.8909999999999999,,,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,30.298630136986297,1,True,False,False,False,False,False,0,False,,9.0,8.0,1.0,0.0
9,9,SRH,KKR,1,2.3,Shikhar Dhawan,Naman Ojha,Vinay Kumar,,,,128.00504996624,1,1,,False,6.974,-0.237,-0.26,0.8079999999999999,42.0,9.0,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,30.298630136986297,1,False,True,False,False,False,False,0,False,,10.0,9.0,1.0,0.0
10,10,SRH,KKR,1,2.4,Naman Ojha,Shikhar Dhawan,Vinay Kumar,,,,131.13223043888001,0,0,,True,9.167,-0.124,-0.294,1.05,,,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,30.298630136986297,1,True,False,False,False,False,False,0,False,,10.0,10.0,1.0,0.0
11,11,SRH,KKR,1,2.5,Naman Ojha,Shikhar Dhawan,Vinay Kumar,,,,134.16934234952,4,0,Lb,True,6.983,-0.006999999999999999,0.364,0.805,66.0,8.0,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,30.298630136986297,1,False,False,False,False,False,False,0,False,,14.0,11.0,1.0,0.0
12,12,SRH,KKR,1,2.6,Naman Ojha,Shikhar Dhawan,Vinay Kumar,,,,133.21101284984002,0,0,,True,5.691,-0.012,-0.012,0.667,44.0,44.0,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,30.298630136986297,1,True,False,False,False,False,False,0,False,,14.0,12.0,1.0,0.0
13,13,SRH,KKR,1,3.1,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,141.94045787887995,0,0,,False,7.6629999999999985,0.163,-0.319,1.048,,,Indian,Indian,South African,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,29.64931506849315,1,True,False,False,False,False,False,0,False,,14.0,13.0,1.0,0.0
14,14,SRH,KKR,1,3.2,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,,0,0,,False,,,,,70.0,41.0,Indian,Indian,South African,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,29.64931506849315,1,True,False,False,False,False,False,0,False,,14.0,14.0,1.0,0.0
15,15,SRH,KKR,1,3.3,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,144.62450102648,4,4,,False,6.542000000000002,-0.003,-0.483,0.868,88.0,19.0,Indian,Indian,South African,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,29.64931506849315,1,False,False,False,False,True,False,0,False,,18.0,15.0,1.0,0.0
16,16,SRH,KKR,1,3.4,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,144.66052845128002,0,0,,False,7.756,0.008,-0.58,1.084,,,Indian,Indian,South African,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,29.64931506849315,1,True,False,False,False,False,False,0,False,,18.0,16.0,1.0,0.0
17,17,SRH,KKR,1,3.5,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,143.63734958696,1,1,,False,8.049,0.212,-0.182,1.099,64.0,37.0,Indian,Indian,South African,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,29.64931506849315,1,False,True,False,False,False,False,0,False,,19.0,17.0,1.0,0.0
18,18,SRH,KKR,1,3.6,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,141.67385493536,5,0,Wd,True,5.75,0.344,1.036,0.672,,,Indian,Indian,South African,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,29.64931506849315,0,False,False,False,False,False,False,0,False,,24.0,17.0,1.0,0.0
19,19,SRH,KKR,1,3.7,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,143.91836350039998,0,0,,True,7.989,-0.816,-0.847,1.001,50.0,23.0,Indian,Indian,South African,54,Eden Gardens,2014-05-24,30.86575342465753,28.484931506849318,29.64931506849315,1,True,False,False,False,False,False,0,False,,24.0,18.0,1.0,0.0
20,20,SRH,KKR,1,4.1,Shikhar Dhawan,Naman Ojha,Vinay Kumar,,,,131.92843652696,4,4,,False,8.338,-0.468,-1.009,0.885,90.0,57.0,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,30.298630136986297,1,False,False,False,False,True,False,0,False,,28.0,19.0,1.0,0.0
21,21,SRH,KKR,1,4.2,Shikhar Dhawan,Naman Ojha,Vinay Kumar,,,,132.56972468840002,0,0,,False,7.5,-0.174,-0.415,0.846,70.0,29.0,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,30.298630136986297,1,True,False,False,False,False,False,0,False,,28.0,20.0,1.0,0.0
22,22,SRH,KKR,1,4.3,Shikhar Dhawan,Naman Ojha,Vinay Kumar,,,,134.60527418959998,0,0,,False,9.565,-0.067,-0.69,1.258,,,Indian,Indian,Indian,54,Eden Gardens,2014-05-24,28.484931506849318,30.86575342465753,30.298630136986297,1,True,False,False,False,False,False,0,False,,28.0,21.0,1.0,0.0
