,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,SRH,KKR,1,1.1,Aaron Finch,Shikhar Dhawan,Morne Morkel,,,,143.14017112472,0,0,,True,7.786,-0.65,-0.496,1.102,,,Australian,Indian,South African,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,29.632876712328766,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,0.0
1,1,SRH,KKR,1,1.2,Aaron Finch,Shikhar Dhawan,Morne Morkel,,,,147.37339353872,0,0,,True,8.501,-0.419,-0.203,1.157,33.0,29.0,Australian,Indian,South African,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,29.632876712328766,1,True,False,False,False,False,False,0,False,,0.0,2.0,0.0,0.0
2,2,SRH,KKR,1,1.3,Aaron Finch,Shikhar Dhawan,Morne Morkel,,,,143.42478778064,0,0,,True,9.064,-0.37,0.002,1.315,71.0,31.0,Australian,Indian,South African,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,29.632876712328766,1,True,False,False,False,False,False,0,False,,0.0,3.0,0.0,0.0
3,3,SRH,KKR,1,1.4,Aaron Finch,Shikhar Dhawan,Morne Morkel,,,,148.764052136,1,1,,True,1.7480000000000002,-0.228,-0.211,0.221,68.0,10.0,Australian,Indian,South African,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,29.632876712328766,1,False,True,False,False,False,False,0,False,,1.0,4.0,0.0,0.0
4,4,SRH,KKR,1,1.5,Shikhar Dhawan,Aaron Finch,Morne Morkel,,,,146.10522818575996,2,0,Wd,False,8.376,0.476,0.657,1.074,,,Indian,Australian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,27.517808219178075,29.632876712328766,0,False,False,False,False,False,False,0,False,,3.0,4.0,0.0,0.0
5,5,SRH,KKR,1,1.6,Aaron Finch,Shikhar Dhawan,Morne Morkel,,,,143.95078818272,1,1,,True,7.676,-0.255,0.152,1.019,59.0,34.0,Australian,Indian,South African,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,29.632876712328766,1,False,True,False,False,False,False,0,False,,4.0,5.0,0.0,0.0
6,6,SRH,KKR,1,1.7,Shikhar Dhawan,Aaron Finch,Morne Morkel,,,,145.1793233684,4,4,,False,5.447,-0.122,-0.424,0.757,94.0,44.0,Indian,Australian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,27.517808219178075,29.632876712328766,1,False,False,False,False,True,False,0,False,,8.0,6.0,0.0,0.0
7,7,SRH,KKR,1,2.1,Aaron Finch,Shikhar Dhawan,Umesh Yadav,,,,139.9013056352,2,2,,True,10.581,-0.345,-0.516,1.455,81.0,42.0,Australian,Indian,Indian,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,26.58082191780822,1,False,False,True,False,False,False,0,False,,10.0,7.0,0.0,0.0
8,8,SRH,KKR,1,2.2,Aaron Finch,Shikhar Dhawan,Umesh Yadav,,,,142.94922577328,4,4,,True,6.134,-0.339,-0.481,0.6779999999999999,38.0,7.0,Australian,Indian,Indian,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,26.58082191780822,1,False,False,False,False,True,False,0,False,,14.0,8.0,0.0,0.0
9,9,SRH,KKR,1,2.3,Aaron Finch,Shikhar Dhawan,Umesh Yadav,c Morne Morkel b Umesh Yadav,Aaron Finch,caught fielder,143.8463086508,0,0,,True,5.577000000000001,-0.322,-0.513,0.758,28.0,14.0,Australian,Indian,Indian,43,RGI Stadium,2014-05-18,27.517808219178075,28.468493150684928,26.58082191780822,1,True,False,False,False,False,False,1,True,,14.0,9.0,1.0,0.0
10,10,SRH,KKR,1,2.4,Naman Ojha,Shikhar Dhawan,Umesh Yadav,,,,145.83141975727997,0,0,,True,7.596,-0.006,-0.018000000000000002,0.928,46.0,25.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,26.58082191780822,1,True,False,False,False,False,False,0,False,,14.0,10.0,1.0,0.0
11,11,SRH,KKR,1,2.5,Naman Ojha,Shikhar Dhawan,Umesh Yadav,,,,141.33879988472,0,0,,True,6.049,-0.198,-0.322,0.723,32.0,33.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,26.58082191780822,1,True,False,False,False,False,False,0,False,,14.0,11.0,1.0,0.0
12,12,SRH,KKR,1,2.6,Naman Ojha,Shikhar Dhawan,Umesh Yadav,,,,143.44280149303998,0,0,,True,6.096,-0.07200000000000001,-0.149,0.6829999999999999,34.0,25.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,26.58082191780822,1,True,False,False,False,False,False,0,False,,14.0,12.0,1.0,0.0
13,13,SRH,KKR,1,3.1,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,144.25341855103997,1,1,,False,8.105,0.195,-0.102,1.113,60.0,28.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,29.632876712328766,1,False,True,False,False,False,False,0,False,,15.0,13.0,1.0,0.0
14,14,SRH,KKR,1,3.2,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,147.11759882264005,4,4,,True,8.513,-0.191,0.13699999999999998,1.071,70.0,8.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,1,False,False,False,False,True,False,0,False,,19.0,14.0,1.0,0.0
15,15,SRH,KKR,1,3.3,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,146.78974925696002,0,0,,True,7.989,-0.344,-0.08,1.122,44.0,36.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,1,True,False,False,False,False,False,0,False,,19.0,15.0,1.0,0.0
16,16,SRH,KKR,1,3.4,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,148.26687367376002,1,0,Wd,True,5.8,-0.114,0.328,0.76,,,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,0,False,False,False,False,False,False,0,False,,20.0,15.0,1.0,0.0
17,17,SRH,KKR,1,3.5,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,140.78397754280002,0,0,,True,8.629,-0.391,-0.098,1.189,48.0,42.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,1,True,False,False,False,False,False,0,False,,20.0,16.0,1.0,0.0
18,18,SRH,KKR,1,3.6,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,146.41146129656,0,0,,True,8.138,-0.445,-0.192,1.073,34.0,31.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,1,True,False,False,False,False,False,0,False,,20.0,17.0,1.0,0.0
19,19,SRH,KKR,1,3.7,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,146.75011908968,1,1,,True,9.586,-0.32,0.058,1.221,63.0,38.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,1,False,True,False,False,False,False,0,False,,21.0,18.0,1.0,0.0
20,20,SRH,KKR,1,4.1,Naman Ojha,Shikhar Dhawan,Umesh Yadav,,,,143.8282949384,1,1,,True,7.292000000000002,-0.009000000000000001,0.2,0.889,68.0,42.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,26.58082191780822,1,False,True,False,False,False,False,0,False,,22.0,19.0,1.0,0.0
21,21,SRH,KKR,1,4.2,Shikhar Dhawan,Naman Ojha,Umesh Yadav,,,,142.6754173448,0,0,,False,8.07,0.022,-0.053,0.904,44.0,38.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,26.58082191780822,1,True,False,False,False,False,False,0,False,,22.0,20.0,1.0,0.0
22,22,SRH,KKR,1,4.3,Shikhar Dhawan,Naman Ojha,Umesh Yadav,,,,146.5303517984,0,0,,False,9.362,-0.253,-0.85,1.275,,,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,26.58082191780822,1,True,False,False,False,False,False,0,False,,22.0,21.0,1.0,0.0
23,23,SRH,KKR,1,4.4,Shikhar Dhawan,Naman Ojha,Umesh Yadav,,,,148.47943548008,4,4,,False,8.908,-0.212,-0.677,1.04,91.0,24.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,26.58082191780822,1,False,False,False,False,True,False,0,False,,26.0,22.0,1.0,0.0
24,24,SRH,KKR,1,4.5,Shikhar Dhawan,Naman Ojha,Umesh Yadav,,,,148.66677808903998,1,1,,False,8.38,0.027000000000000003,-0.198,1.004,68.0,10.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,26.58082191780822,1,False,True,False,False,False,False,0,False,,27.0,23.0,1.0,0.0
25,25,SRH,KKR,1,4.6,Naman Ojha,Shikhar Dhawan,Umesh Yadav,,,,147.83094183368,1,1,,True,8.642999999999999,0.022,0.338,1.128,80.0,15.0,Indian,Indian,Indian,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,26.58082191780822,1,False,True,False,False,False,False,0,False,,28.0,24.0,1.0,0.0
26,26,SRH,KKR,1,5.1,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,146.37543387176,1,1,,True,8.295,-0.443,-0.201,1.089,38.0,35.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,1,False,True,False,False,False,False,0,False,,29.0,25.0,1.0,0.0
27,27,SRH,KKR,1,5.2,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,146.422269524,4,4,,False,4.507,-0.118,-0.342,0.463,88.0,62.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,29.632876712328766,1,False,False,False,False,True,False,0,False,,33.0,26.0,1.0,0.0
28,28,SRH,KKR,1,5.3,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,150.69872484776002,0,0,,False,6.657,0.047,-0.349,0.875,,,Indian,Indian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,29.632876712328766,1,True,False,False,False,False,False,0,False,,33.0,27.0,1.0,0.0
29,29,SRH,KKR,1,5.4,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,145.04602189663999,1,1,,False,10.243,0.55,0.278,1.251,45.0,24.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,29.632876712328766,1,False,True,False,False,False,False,0,False,,34.0,28.0,1.0,0.0
30,30,SRH,KKR,1,5.5,Naman Ojha,Shikhar Dhawan,Morne Morkel,,,,148.313709326,2,0,Wd,True,9.319,-0.094,0.504,1.385,,,Indian,Indian,South African,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,29.632876712328766,0,False,False,False,False,False,False,0,False,,36.0,28.0,1.0,0.0
31,31,SRH,KKR,1,5.6,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,144.93073413727996,4,4,,False,2.012,-0.506,-0.657,0.213,66.0,8.0,Indian,Indian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,29.632876712328766,1,False,False,False,False,True,False,0,False,,40.0,29.0,1.0,0.0
32,32,SRH,KKR,1,5.7,Shikhar Dhawan,Naman Ojha,Morne Morkel,,,,149.16755929375998,0,0,,False,8.226,0.192,-0.191,1.083,,,Indian,Indian,South African,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,29.632876712328766,1,True,False,False,False,False,False,0,False,,40.0,30.0,1.0,0.0
33,33,SRH,KKR,1,6.1,Naman Ojha,Shikhar Dhawan,Sunil Narine,,,,95.54794296392001,1,1,,True,4.501,0.001,0.036000000000000004,0.7040000000000001,61.0,72.0,Indian,Indian,West Indian,43,RGI Stadium,2014-05-18,30.849315068493148,28.468493150684928,25.994520547945214,1,False,True,False,False,False,False,0,False,,41.0,31.0,1.0,0.0
34,34,SRH,KKR,1,6.2,Shikhar Dhawan,Naman Ojha,Sunil Narine,,,,95.09039466896,0,0,,False,4.124,0.166,0.161,0.6829999999999999,43.0,30.0,Indian,Indian,West Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,25.994520547945214,1,True,False,False,False,False,False,0,False,,41.0,32.0,1.0,0.0
35,35,SRH,KKR,1,6.3,Shikhar Dhawan,Naman Ojha,Sunil Narine,,,,98.95253460752001,0,0,,False,5.282,0.251,0.229,0.7909999999999999,35.0,28.0,Indian,Indian,West Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,25.994520547945214,1,True,False,False,False,False,False,0,False,,41.0,33.0,1.0,0.0
36,36,SRH,KKR,1,6.4,Shikhar Dhawan,Naman Ojha,Sunil Narine,c Gautam Gambhir b Sunil Narine,Shikhar Dhawan,caught fielder,89.52776027984001,0,0,,False,4.339,-0.051,-0.547,0.758,27.0,22.0,Indian,Indian,West Indian,43,RGI Stadium,2014-05-18,28.468493150684928,30.849315068493148,25.994520547945214,1,True,False,False,False,False,False,1,True,,41.0,34.0,2.0,0.0
37,37,SRH,KKR,1,6.5,Naman Ojha,David Warner,Sunil Narine,,,,95.90101172696,0,0,,True,7.725,-0.32299999999999995,-0.545,0.765,29.0,40.0,Indian,Australian,West Indian,43,RGI Stadium,2014-05-18,30.849315068493148,27.575342465753426,25.994520547945214,1,True,False,False,False,False,False,0,False,,41.0,35.0,2.0,0.0
38,38,SRH,KKR,1,6.6,Naman Ojha,David Warner,Sunil Narine,,,,98.54902744976,0,0,,True,4.205,-0.131,-0.067,0.634,47.0,43.0,Indian,Australian,West Indian,43,RGI Stadium,2014-05-18,30.849315068493148,27.575342465753426,25.994520547945214,1,True,False,False,False,False,False,0,False,,41.0,36.0,2.0,0.0
39,39,SRH,KKR,1,7.1,David Warner,Naman Ojha,Shakib Al Hasan,,,,77.78281979504001,0,0,,False,5.257999999999999,-0.026,0.173,0.667,50.0,43.0,Australian,Indian,Bangladeshi,43,RGI Stadium,2014-05-18,27.575342465753426,30.849315068493148,27.16986301369863,1,True,False,False,False,False,False,0,False,,41.0,37.0,2.0,0.0
40,40,SRH,KKR,1,7.2,David Warner,Naman Ojha,Shakib Al Hasan,,,,82.92753605648001,1,1,,False,7.148,-0.265,0.04,0.752,17.0,26.0,Australian,Indian,Bangladeshi,43,RGI Stadium,2014-05-18,27.575342465753426,30.849315068493148,27.16986301369863,1,False,True,False,False,False,False,0,False,,42.0,38.0,2.0,0.0
41,41,SRH,KKR,1,7.3,Naman Ojha,David Warner,Shakib Al Hasan,,,,79.46890327567999,1,0,B,True,5.622000000000001,-0.14300000000000002,0.27,0.789,,,Indian,Australian,Bangladeshi,43,RGI Stadium,2014-05-18,30.849315068493148,27.575342465753426,27.16986301369863,1,False,False,False,False,False,False,0,False,,43.0,39.0,2.0,0.0
42,42,SRH,KKR,1,7.4,David Warner,Naman Ojha,Shakib Al Hasan,,,,80.59295892944002,6,6,,False,4.792,-0.247,-0.136,0.71,11.0,74.0,Australian,Indian,Bangladeshi,43,RGI Stadium,2014-05-18,27.575342465753426,30.849315068493148,27.16986301369863,1,False,False,False,False,False,True,0,False,,49.0,40.0,2.0,0.0
43,43,SRH,KKR,1,7.5,David Warner,Naman Ojha,Shakib Al Hasan,,,,88.70633499440002,1,1,,False,5.792000000000002,-0.149,0.013,0.787,20.0,27.0,Australian,Indian,Bangladeshi,43,RGI Stadium,2014-05-18,27.575342465753426,30.849315068493148,27.16986301369863,1,False,True,False,False,False,False,0,False,,50.0,41.0,2.0,0.0
44,44,SRH,KKR,1,7.6,Naman Ojha,David Warner,Shakib Al Hasan,,,,77.02264113176,0,0,,True,5.506,-0.233,-0.07400000000000001,0.812,36.0,28.0,Indian,Australian,Bangladeshi,43,RGI Stadium,2014-05-18,30.849315068493148,27.575342465753426,27.16986301369863,1,True,False,False,False,False,False,0,False,,50.0,42.0,2.0,0.0
45,45,SRH,KKR,1,8.1,David Warner,Naman Ojha,Ryan ten Doeschate,,,,109.66348800056,1,1,,False,9.892,0.084,-0.569,0.998,26.0,76.0,Australian,Indian,Dutch,43,RGI Stadium,2014-05-18,27.575342465753426,30.849315068493148,33.9041095890411,1,False,True,False,False,False,False,0,False,,51.0,43.0,2.0,0.0
