batting_team,bowling_team,inning,ovr,ovr_ball_num,batsman_id,non_striker_id,bowler_id,player_out_id,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,batsman_dob,non_striker_dob,bowler_dob,match_id,game_end_time
DD,CSK,1,1.1,1,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,37.660,4,0,Lb,n,4.657,-0.227,-0.353,0.510,46,5,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,1.2,2,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,36.187,0,0,,n,8.111,-0.024,-0.010,0.969,39,36,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,1.3,3,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,37.467,0,0,,n,7.433,-0.103,-0.110,0.676,34,41,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,1.4,4,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,38.141,0,0,,n,9.394,0.144,0.411,1.192,68,28,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,1.5,5,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,37.718,0,0,,n,8.317,-0.022,0.215,1.039,64,36,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,1.6,6,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,37.211,4,4,,n,8.297,-0.124,-0.075,0.915,33,88,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,2.1,1,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,36.053,0,0,,y,6.989,-0.375,-0.399,0.819,40,52,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,2.2,2,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,37.219,0,0,,y,7.048,-0.428,-0.707,0.963,5,5,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,2.3,3,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,37.504,0,0,,y,8.449,-0.332,-0.436,1.184,5,5,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,2.4,4,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,37.394,0,0,,y,7.876,-0.285,-0.398,0.955,5,5,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,2.5,5,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,37.644,0,0,,y,7.341,-0.323,-0.348,0.757,35,38,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,2.6,6,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,38.052,0,0,,y,7.712,-0.212,0.035,0.724,5,5,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.1,1,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,38.127,0,0,,n,6.921,0.126,0.528,0.733,5,5,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.2,2,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,39.405,0,0,,n,7.878,-0.126,-0.010,0.817,66,28,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.3,3,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,36.589,1,0,Wd,n,7.831,-0.243,-0.474,0.059,5,5,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.4,3,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,33.689,0,0,,n,6.434,0.305,0.657,0.538,5,5,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.5,4,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,36.009,4,4,,n,9.439,0.097,0.497,1.126,11,64,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.6,5,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,39.184,4,4,,n,6.558,0.104,0.341,0.745,92,50,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,3.7,6,834,7,17,-1,Quinton de Kock,Murali Vijay,Ben Hilfenhaus,,,,38.672,0,0,,n,7.371,0.040,0.226,0.695,5,5,South African,Indian,Australian,1992-12-17,1984-04-01,1983-03-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,4.1,1,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,37.667,4,4,,y,6.281,-0.281,-0.334,0.708,59,93,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,4.2,2,7,834,1090,-1,Murali Vijay,Quinton de Kock,Ishwar Pandey,,,,38.186,1,1,,y,8.728,-0.316,-0.180,1.181,36,29,Indian,South African,Indian,1984-04-01,1992-12-17,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,4.3,3,834,7,1090,-1,Quinton de Kock,Murali Vijay,Ishwar Pandey,,,,37.990,6,6,,n,6.863,-0.115,-0.150,0.946,8,26,South African,Indian,Indian,1992-12-17,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,4.4,4,834,7,1090,-1,Quinton de Kock,Murali Vijay,Ishwar Pandey,,,,37.960,0,0,,n,1.761,0.421,0.524,0.226,66,45,South African,Indian,Indian,1992-12-17,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,4.5,5,834,7,1090,-1,Quinton de Kock,Murali Vijay,Ishwar Pandey,,,,30.588,0,0,,n,8.316,0.231,0.884,0.863,64,44,South African,Indian,Indian,1992-12-17,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,4.6,6,834,7,1090,-1,Quinton de Kock,Murali Vijay,Ishwar Pandey,,,,38.469,6,6,,n,6.654,0.314,0.752,0.698,14,69,South African,Indian,Indian,1992-12-17,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,5.1,1,7,834,1107,834,Murali Vijay,Quinton de Kock,Mohit Sharma,run out (Ravindra Jadeja/Mohit Sharma),Quinton de Kock,run out,36.381,2,2,,y,8.751,-0.346,-0.478,0.983,23,31,Indian,South African,Indian,1984-04-01,1992-12-17,1991-12-19,26,2014-05-05 23:30:38.824000
DD,CSK,1,5.2,2,7,172,1107,-1,Murali Vijay,Kevin Pietersen,Mohit Sharma,,,,37.682,1,1,,y,8.829,-0.404,-0.521,0.853,30,39,Indian,English,Indian,1984-04-01,1980-06-27,1991-12-19,26,2014-05-05 23:30:38.824000
DD,CSK,1,5.3,3,172,7,1107,172,Kevin Pietersen,Murali Vijay,Mohit Sharma,b Mohit Sharma,Kevin Pietersen,bowled,38.122,0,0,,y,7.903,-0.245,-0.092,0.751,0,0,English,Indian,Indian,1980-06-27,1984-04-01,1991-12-19,26,2014-05-05 23:30:38.824000
DD,CSK,1,5.4,4,102,7,1107,-1,Dinesh Karthik,Murali Vijay,Mohit Sharma,,,,38.416,0,0,,y,6.476,-0.273,-0.120,0.554,49,42,Indian,Indian,Indian,1985-06-01,1984-04-01,1991-12-19,26,2014-05-05 23:30:38.824000
DD,CSK,1,5.5,5,102,7,1107,-1,Dinesh Karthik,Murali Vijay,Mohit Sharma,,,,37.855,0,0,,y,6.804,-0.237,-0.191,0.597,34,36,Indian,Indian,Indian,1985-06-01,1984-04-01,1991-12-19,26,2014-05-05 23:30:38.824000
DD,CSK,1,5.6,6,102,7,1107,-1,Dinesh Karthik,Murali Vijay,Mohit Sharma,,,,37.714,0,0,,y,8.309,-0.237,-0.196,0.967,39,42,Indian,Indian,Indian,1985-06-01,1984-04-01,1991-12-19,26,2014-05-05 23:30:38.824000
DD,CSK,1,6.1,1,7,102,1090,-1,Murali Vijay,Dinesh Karthik,Ishwar Pandey,,,,36.471,1,1,,y,8.893,-0.356,-0.464,0.805,30,36,Indian,Indian,Indian,1984-04-01,1985-06-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,6.2,2,102,7,1090,-1,Dinesh Karthik,Murali Vijay,Ishwar Pandey,,,,37.148,0,0,,y,9.091,-0.357,-0.299,1.054,64,42,Indian,Indian,Indian,1985-06-01,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,6.3,3,102,7,1090,-1,Dinesh Karthik,Murali Vijay,Ishwar Pandey,,,,36.547,4,4,,y,9.007,-0.380,-0.399,1.071,8,46,Indian,Indian,Indian,1985-06-01,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,6.4,4,102,7,1090,-1,Dinesh Karthik,Murali Vijay,Ishwar Pandey,,,,37.389,3,3,,y,7.617,-0.041,0.156,0.811,90,34,Indian,Indian,Indian,1985-06-01,1984-04-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,6.5,5,7,102,1090,-1,Murali Vijay,Dinesh Karthik,Ishwar Pandey,,,,36.960,0,0,,y,7.248,0.039,0.297,0.892,5,5,Indian,Indian,Indian,1984-04-01,1985-06-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,6.6,6,7,102,1090,-1,Murali Vijay,Dinesh Karthik,Ishwar Pandey,,,,36.282,1,1,,y,9.676,-0.283,-0.135,1.085,44,57,Indian,Indian,Indian,1984-04-01,1985-06-01,1989-08-15,26,2014-05-05 23:30:38.824000
DD,CSK,1,7.1,1,7,102,9,-1,Murali Vijay,Dinesh Karthik,Ravindra Jadeja,,,,26.329,1,1,,y,5.908,-0.218,-0.216,0.745,56,86,Indian,Indian,Indian,1984-04-01,1985-06-01,1988-12-06,26,2014-05-05 23:30:38.824000
DD,CSK,1,7.2,2,102,7,9,-1,Dinesh Karthik,Murali Vijay,Ravindra Jadeja,,,,25.601,0,0,,y,5.904,-0.366,-0.491,0.899,36,26,Indian,Indian,Indian,1985-06-01,1984-04-01,1988-12-06,26,2014-05-05 23:30:38.824000
DD,CSK,1,7.3,3,102,7,9,-1,Dinesh Karthik,Murali Vijay,Ravindra Jadeja,,,,26.337,0,0,,y,4.346,-0.502,-0.520,0.546,50,27,Indian,Indian,Indian,1985-06-01,1984-04-01,1988-12-06,26,2014-05-05 23:30:38.824000
DD,CSK,1,7.4,4,102,7,9,-1,Dinesh Karthik,Murali Vijay,Ravindra Jadeja,,,,28.773,0,0,,y,3.684,-0.381,-0.303,0.477,36,42,Indian,Indian,Indian,1985-06-01,1984-04-01,1988-12-06,26,2014-05-05 23:30:38.824000
DD,CSK,1,7.5,5,102,7,9,-1,Dinesh Karthik,Murali Vijay,Ravindra Jadeja,,,,25.789,0,0,,y,5.695,-0.402,-0.395,0.780,41,23,Indian,Indian,Indian,1985-06-01,1984-04-01,1988-12-06,26,2014-05-05 23:30:38.824000
DD,CSK,1,7.6,6,102,7,9,-1,Dinesh Karthik,Murali Vijay,Ravindra Jadeja,,,,28.119,2,2,,y,3.745,-0.173,-0.109,0.434,30,39,Indian,Indian,Indian,1985-06-01,1984-04-01,1988-12-06,26,2014-05-05 23:30:38.824000
DD,CSK,1,8.1,1,7,102,8,-1,Murali Vijay,Dinesh Karthik,Ravichandran Ashwin,,,,25.583,1,1,,y,4.533,-0.295,-0.116,0.609,59,85,Indian,Indian,Indian,1984-04-01,1985-06-01,1986-09-17,26,2014-05-05 23:30:38.824000
