,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,KKR,RCB,1,1.1,Robin Uthappa,Gautam Gambhir,Mitchell Starc,,,,141.32438891479998,1,1,,True,7.846,-0.234,-0.339,0.926,34.0,27.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,28.54520547945205,32.624657534246566,24.323287671232876,1,False,True,False,False,False,False,0,False,,1.0,1.0,0.0,1.0
1,1,KKR,RCB,1,1.2,Gautam Gambhir,Robin Uthappa,Mitchell Starc,,,,145.41350162959998,4,4,,False,7.734,0.069,0.331,0.6890000000000001,40.0,7.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,32.624657534246566,28.54520547945205,24.323287671232876,1,False,False,False,False,True,False,0,False,,5.0,2.0,0.0,1.0
2,2,KKR,RCB,1,1.3,Gautam Gambhir,Robin Uthappa,Mitchell Starc,,,,146.54116002584,0,0,,False,5.702000000000001,-0.32299999999999995,-0.328,0.594,68.0,29.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,32.624657534246566,28.54520547945205,24.323287671232876,1,True,False,False,False,False,False,0,False,,5.0,3.0,0.0,1.0
3,3,KKR,RCB,1,1.4,Gautam Gambhir,Robin Uthappa,Mitchell Starc,,,,136.52553593144,0,0,,False,8.158,-0.524,-0.7709999999999999,1.0659999999999998,,,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,32.624657534246566,28.54520547945205,24.323287671232876,1,True,False,False,False,False,False,0,False,,5.0,4.0,0.0,1.0
4,4,KKR,RCB,1,1.5,Gautam Gambhir,Robin Uthappa,Mitchell Starc,c Yogesh Takawale b Mitchell Starc,Gautam Gambhir,caught keeper,146.53395454088002,0,0,,False,7.9220000000000015,0.139,0.385,0.88,,,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,32.624657534246566,28.54520547945205,24.323287671232876,1,True,False,False,False,False,False,1,True,,5.0,5.0,1.0,1.0
5,5,KKR,RCB,1,1.6,Manish Pandey,Robin Uthappa,Mitchell Starc,,,,143.49684263024,0,0,,True,11.469,0.177,-0.084,1.249,60.0,39.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,24.323287671232876,1,True,False,False,False,False,False,0,False,,5.0,6.0,1.0,1.0
6,6,KKR,RCB,1,2.1,Robin Uthappa,Manish Pandey,Ashok Dinda,,,,132.50487532376002,0,0,,True,5.0139999999999985,-0.174,0.09,0.607,55.0,61.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,24.71232876712329,30.17808219178082,1,True,False,False,False,False,False,0,False,,5.0,7.0,1.0,1.0
7,7,KKR,RCB,1,2.2,Robin Uthappa,Manish Pandey,Ashok Dinda,,,,139.55183961464,1,1,,True,7.207999999999998,-0.581,-0.772,0.816,31.0,30.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,24.71232876712329,30.17808219178082,1,False,True,False,False,False,False,0,False,,6.0,8.0,1.0,1.0
8,8,KKR,RCB,1,2.3,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,128.64633812768,4,4,,True,4.251,-0.5920000000000001,-0.698,0.406,7.0,38.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,False,False,False,False,True,False,0,False,,10.0,9.0,1.0,1.0
9,9,KKR,RCB,1,2.4,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,135.96711084703998,0,0,,True,9.412,-0.234,-0.205,1.02,32.0,30.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,True,False,False,False,False,False,0,False,,10.0,10.0,1.0,1.0
10,10,KKR,RCB,1,2.5,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,137.74686563216002,0,0,,True,8.166,-0.481,-0.695,0.8440000000000001,,,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,True,False,False,False,False,False,0,False,,10.0,11.0,1.0,1.0
11,11,KKR,RCB,1,2.6,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,,1,0,Wd,True,,,,,,,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,0,False,False,False,False,False,False,0,False,,11.0,11.0,1.0,1.0
12,12,KKR,RCB,1,2.7,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,138.16838650232,4,4,,True,8.134,-0.546,-0.407,0.61,64.0,7.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,False,False,False,False,True,False,0,False,,15.0,12.0,1.0,1.0
13,13,KKR,RCB,1,3.1,Robin Uthappa,Manish Pandey,Mitchell Starc,,,,142.3871979464,1,1,,True,4.112,-0.293,-0.34,0.597,28.0,60.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,28.54520547945205,24.71232876712329,24.323287671232876,1,False,True,False,False,False,False,0,False,,16.0,13.0,1.0,1.0
14,14,KKR,RCB,1,3.2,Manish Pandey,Robin Uthappa,Mitchell Starc,,,,,1,1,,True,,,,,87.0,46.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,24.323287671232876,1,False,True,False,False,False,False,0,False,,17.0,14.0,1.0,1.0
15,15,KKR,RCB,1,3.3,Robin Uthappa,Manish Pandey,Mitchell Starc,,,,144.88750122751998,1,1,,True,6.737,-0.155,-0.425,0.8640000000000001,33.0,33.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,28.54520547945205,24.71232876712329,24.323287671232876,1,False,True,False,False,False,False,0,False,,18.0,15.0,1.0,1.0
16,16,KKR,RCB,1,3.4,Manish Pandey,Robin Uthappa,Mitchell Starc,,,,,0,0,,True,,,,,32.0,36.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,24.323287671232876,1,True,False,False,False,False,False,0,False,,18.0,16.0,1.0,1.0
17,17,KKR,RCB,1,3.5,Manish Pandey,Robin Uthappa,Mitchell Starc,,,,124.85985578120001,0,0,,True,4.032,-0.655,-0.937,0.5329999999999999,30.0,45.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,24.323287671232876,1,True,False,False,False,False,False,0,False,,18.0,17.0,1.0,1.0
18,18,KKR,RCB,1,3.6,Manish Pandey,Robin Uthappa,Mitchell Starc,,,,146.03317333616002,4,4,,True,3.25,-0.06,-0.104,0.388,88.0,61.0,Indian,Indian,Australian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,24.323287671232876,1,False,False,False,False,True,False,0,False,,22.0,18.0,1.0,1.0
19,19,KKR,RCB,1,4.1,Robin Uthappa,Manish Pandey,Ashok Dinda,,,,140.18592229112002,1,1,,True,9.17,-0.388,-0.25,1.018,58.0,60.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,24.71232876712329,30.17808219178082,1,False,True,False,False,False,False,0,False,,23.0,19.0,1.0,1.0
20,20,KKR,RCB,1,4.2,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,138.80967466375998,0,0,,True,8.695,-0.588,-0.516,0.975,32.0,41.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,True,False,False,False,False,False,0,False,,23.0,20.0,1.0,1.0
21,21,KKR,RCB,1,4.3,Manish Pandey,Robin Uthappa,Ashok Dinda,,,,138.70159238935994,0,0,,True,7.24,-0.635,-0.638,0.725,33.0,42.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,True,False,False,False,False,False,0,False,,23.0,21.0,1.0,1.0
22,22,KKR,RCB,1,4.4,Manish Pandey,Robin Uthappa,Ashok Dinda,c Mitchell Starc b Ashok Dinda,Manish Pandey,caught fielder,139.27803118616,0,0,,True,8.785,-0.614,-0.664,1.009,,,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,24.71232876712329,28.54520547945205,30.17808219178082,1,True,False,False,False,False,False,1,True,,23.0,22.0,2.0,1.0
23,23,KKR,RCB,1,4.5,Robin Uthappa,Yusuf Pathan,Ashok Dinda,,,,138.86011305847998,0,0,,True,8.443,-0.5539999999999999,-0.423,0.843,50.0,42.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,30.17808219178082,1,True,False,False,False,False,False,0,False,,23.0,23.0,2.0,1.0
24,24,KKR,RCB,1,4.6,Robin Uthappa,Yusuf Pathan,Ashok Dinda,,,,136.43186462696002,5,5,,True,8.953,-0.599,-0.687,1.081,26.0,47.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,30.17808219178082,1,False,False,False,False,True,False,0,False,,28.0,24.0,2.0,1.0
25,25,KKR,RCB,1,5.1,Robin Uthappa,Yusuf Pathan,Abu Nechim,,,,132.98764281607998,1,0,Lb,True,7.332000000000002,-0.227,0.152,0.831,63.0,41.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,25.558904109589037,1,False,False,False,False,False,False,0,False,,29.0,25.0,2.0,1.0
26,26,KKR,RCB,1,5.2,Yusuf Pathan,Robin Uthappa,Abu Nechim,,,,138.40256476352,4,4,,True,5.601,-0.128,0.062,0.633,90.0,22.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,25.558904109589037,1,False,False,False,False,True,False,0,False,,33.0,26.0,2.0,1.0
27,27,KKR,RCB,1,5.3,Yusuf Pathan,Robin Uthappa,Abu Nechim,,,,137.15241312295998,0,0,,True,7.919,-0.3670000000000001,-0.215,0.8009999999999999,32.0,32.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,25.558904109589037,1,True,False,False,False,False,False,0,False,,33.0,27.0,2.0,1.0
28,28,KKR,RCB,1,5.4,Yusuf Pathan,Robin Uthappa,Abu Nechim,,,,128.16357063536,0,0,,True,9.274,-0.248,0.006,0.94,64.0,38.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,25.558904109589037,1,True,False,False,False,False,False,0,False,,33.0,28.0,2.0,1.0
29,29,KKR,RCB,1,5.5,Yusuf Pathan,Robin Uthappa,Abu Nechim,,,,138.10353713768,1,1,,True,8.407,-0.483,-0.311,0.908,22.0,15.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,25.558904109589037,1,False,True,False,False,False,False,0,False,,34.0,29.0,2.0,1.0
30,30,KKR,RCB,1,5.6,Robin Uthappa,Yusuf Pathan,Abu Nechim,,,,134.59446596215994,1,1,,True,8.537,-0.33,-0.117,0.848,56.0,60.0,Indian,Indian,Indian,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,25.558904109589037,1,False,True,False,False,False,False,0,False,,35.0,30.0,2.0,1.0
31,31,KKR,RCB,1,6.1,Robin Uthappa,Yusuf Pathan,Muttiah Muralitharan,,,,86.53748402144001,1,1,,True,3.043,0.104,0.013,0.354,60.0,22.0,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,42.123287671232866,1,False,True,False,False,False,False,0,False,,36.0,31.0,2.0,1.0
32,32,KKR,RCB,1,6.2,Yusuf Pathan,Robin Uthappa,Muttiah Muralitharan,,,,88.40370462608,1,1,,True,5.647,0.121,0.095,0.5870000000000001,68.0,37.0,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,42.123287671232866,1,False,True,False,False,False,False,0,False,,37.0,32.0,2.0,1.0
33,33,KKR,RCB,1,6.3,Robin Uthappa,Yusuf Pathan,Muttiah Muralitharan,,,,88.868458406,1,0,Wd,True,3.871,0.293,0.365,0.667,,,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,42.123287671232866,0,False,False,False,False,False,False,0,False,,38.0,32.0,2.0,1.0
34,34,KKR,RCB,1,6.4,Robin Uthappa,Yusuf Pathan,Muttiah Muralitharan,,,,89.68267820647999,1,1,,True,4.735,0.061,0.02,0.731,41.0,60.0,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,28.54520547945205,31.531506849315072,42.123287671232866,1,False,True,False,False,False,False,0,False,,39.0,33.0,2.0,1.0
35,35,KKR,RCB,1,6.5,Yusuf Pathan,Robin Uthappa,Muttiah Muralitharan,,,,91.04451486392,0,0,,True,5.2410000000000005,0.049,0.03,0.852,54.0,41.0,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,42.123287671232866,1,True,False,False,False,False,False,0,False,,39.0,34.0,2.0,1.0
36,36,KKR,RCB,1,6.6,Yusuf Pathan,Robin Uthappa,Muttiah Muralitharan,,,,90.88959693728,6,6,,True,5.408,0.174,0.159,0.8290000000000001,92.0,19.0,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,42.123287671232866,1,False,False,False,False,False,True,0,False,,45.0,35.0,2.0,1.0
37,37,KKR,RCB,1,6.7,Yusuf Pathan,Robin Uthappa,Muttiah Muralitharan,,,,85.68363405368,0,0,,True,5.424,-0.191,-0.4970000000000001,0.8220000000000001,,,Indian,Indian,Sri Lankan,49,Eden Gardens,2014-05-22,31.531506849315072,28.54520547945205,42.123287671232866,1,True,False,False,False,False,False,0,False,,45.0,36.0,2.0,1.0
