,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,RR,MI,1,1.1,Shane Watson,Sanju Samson,Corey Anderson,,,,132.26709432008002,1,1,,True,6.058,0.055,0.239,0.677,66.0,11.0,Australian,Indian,New Zealander,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,23.463013698630142,1,False,True,False,False,False,False,0,False,,1.0,1.0,0.0,0.0
1,1,RR,MI,1,1.2,Sanju Samson,Shane Watson,Corey Anderson,,,,131.54654582408,0,0,,True,3.412,-0.046,0.016,0.3670000000000001,45.0,58.0,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,True,False,False,False,False,False,0,False,,1.0,2.0,0.0,0.0
2,2,RR,MI,1,1.3,Sanju Samson,Shane Watson,Corey Anderson,,,,129.30564000152,4,4,,True,6.004,0.151,0.12,0.7,82.0,76.0,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,False,False,False,False,True,False,0,False,,5.0,3.0,0.0,0.0
3,3,RR,MI,1,1.4,Sanju Samson,Shane Watson,Corey Anderson,,,,129.82803766112002,0,0,,True,0.974,-0.657,-0.7040000000000001,0.141,,,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,True,False,False,False,False,False,0,False,,5.0,4.0,0.0,0.0
4,4,RR,MI,1,1.5,Sanju Samson,Shane Watson,Corey Anderson,,,,135.85542583016002,0,0,,True,6.645,-0.251,-0.603,0.72,35.0,28.0,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,True,False,False,False,False,False,0,False,,5.0,5.0,0.0,0.0
5,5,RR,MI,1,1.6,Sanju Samson,Shane Watson,Corey Anderson,,,,134.04324636272005,0,0,,True,4.422,-0.415,-0.705,0.414,,,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,True,False,False,False,False,False,0,False,,5.0,6.0,0.0,0.0
6,6,RR,MI,1,2.1,Shane Watson,Sanju Samson,Jasprit Bumrah,,,,136.52553593144,0,0,,True,7.529,-0.708,-0.516,0.7929999999999999,,,Australian,Indian,Indian,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,20.479452054794518,1,True,False,False,False,False,False,0,False,,5.0,7.0,0.0,0.0
7,7,RR,MI,1,2.2,Shane Watson,Sanju Samson,Jasprit Bumrah,,,,140.6218541312,0,0,,True,6.937,-0.512,-0.064,0.67,56.0,39.0,Australian,Indian,Indian,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,20.479452054794518,1,True,False,False,False,False,False,0,False,,5.0,8.0,0.0,0.0
8,8,RR,MI,1,2.3,Shane Watson,Sanju Samson,Jasprit Bumrah,,,,141.28836149,0,0,,True,6.731,-0.83,-0.6829999999999999,0.6890000000000001,,,Australian,Indian,Indian,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,20.479452054794518,1,True,False,False,False,False,False,0,False,,5.0,9.0,0.0,0.0
9,9,RR,MI,1,2.4,Shane Watson,Sanju Samson,Jasprit Bumrah,,,,141.018155804,0,0,,True,7.975,-0.7190000000000001,-0.358,0.821,,,Australian,Indian,Indian,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,20.479452054794518,1,True,False,False,False,False,False,0,False,,5.0,10.0,0.0,0.0
10,10,RR,MI,1,2.5,Shane Watson,Sanju Samson,Jasprit Bumrah,,,,142.26110195959998,0,0,,True,7.803,-0.652,-0.28300000000000003,0.867,37.0,25.0,Australian,Indian,Indian,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,20.479452054794518,1,True,False,False,False,False,False,0,False,,5.0,11.0,0.0,0.0
11,11,RR,MI,1,2.6,Shane Watson,Sanju Samson,Jasprit Bumrah,,,,144.45517212992,0,0,,True,8.013,-0.84,-0.601,0.8240000000000001,,,Australian,Indian,Indian,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,20.479452054794518,1,True,False,False,False,False,False,0,False,,5.0,12.0,0.0,0.0
12,12,RR,MI,1,3.1,Sanju Samson,Shane Watson,Corey Anderson,,,,133.30828689679998,0,0,,True,7.114,0.078,0.158,0.737,,,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,True,False,False,False,False,False,0,False,,5.0,13.0,0.0,0.0
13,13,RR,MI,1,3.2,Sanju Samson,Shane Watson,Corey Anderson,,,,132.2454778652,1,1,,True,7.497000000000001,-0.101,-0.292,0.605,48.0,56.0,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,False,True,False,False,False,False,0,False,,6.0,14.0,0.0,0.0
14,14,RR,MI,1,3.3,Shane Watson,Sanju Samson,Corey Anderson,,,,128.80846153928002,0,0,,True,5.763,-0.194,-0.3670000000000001,0.623,33.0,37.0,Australian,Indian,New Zealander,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,23.463013698630142,1,True,False,False,False,False,False,0,False,,6.0,15.0,0.0,0.0
15,15,RR,MI,1,3.4,Shane Watson,Sanju Samson,Corey Anderson,,,,132.0833544536,1,0,Lb,True,7.311,0.214,0.279,0.772,61.0,33.0,Australian,Indian,New Zealander,56,Wankhede Stadium,2014-05-25,32.958904109589035,19.54794520547945,23.463013698630142,1,False,False,False,False,False,False,0,False,,7.0,16.0,0.0,0.0
16,16,RR,MI,1,3.5,Sanju Samson,Shane Watson,Corey Anderson,,,,131.5789705064,4,4,,True,8.129,-0.19,-0.644,0.95,22.0,12.0,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,False,False,False,False,True,False,0,False,,11.0,17.0,0.0,0.0
17,17,RR,MI,1,3.6,Sanju Samson,Shane Watson,Corey Anderson,,,,135.19612395631998,4,4,,True,5.2620000000000005,-0.336,-0.67,0.578,13.0,18.0,Indian,Australian,New Zealander,56,Wankhede Stadium,2014-05-25,19.54794520547945,32.958904109589035,23.463013698630142,1,False,False,False,False,True,False,0,False,,15.0,18.0,0.0,0.0
