,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,SRH,KXIP,1,1.1,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,127.52228247392,4,4,,True,5.7029999999999985,-0.595,-0.515,0.708,14.0,69.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,1,False,False,False,False,True,False,0,False,,4.0,1.0,0.0,0.0
1,1,SRH,KXIP,1,1.2,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,128.64633812768,1,1,,True,8.24,-0.314,-0.119,0.972,80.0,53.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,1,False,True,False,False,False,False,0,False,,5.0,2.0,0.0,0.0
2,2,SRH,KXIP,1,1.3,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,132.34275191216003,0,0,,False,7.181,-0.172,-0.608,0.903,,,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,True,False,False,False,False,False,0,False,,5.0,3.0,0.0,0.0
3,3,SRH,KXIP,1,1.4,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,130.73592876607998,0,0,,False,7.747999999999998,-0.171,-0.6509999999999999,0.8640000000000001,70.0,31.0,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,True,False,False,False,False,False,0,False,,5.0,4.0,0.0,0.0
4,4,SRH,KXIP,1,1.5,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,127.52228247392,0,0,,False,6.466,-0.22,-0.557,0.8290000000000001,60.0,56.0,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,True,False,False,False,False,False,0,False,,5.0,5.0,0.0,0.0
5,5,SRH,KXIP,1,1.6,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,131.2186962584,1,1,,False,8.418,0.237,0.063,0.847,16.0,55.0,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,False,True,False,False,False,False,0,False,,6.0,6.0,0.0,0.0
6,6,SRH,KXIP,1,2.1,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,140.54259379664,1,1,,False,9.437,0.064,-0.006999999999999999,0.8029999999999999,24.0,16.0,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,1,False,True,False,False,False,False,0,False,,7.0,7.0,0.0,0.0
7,7,SRH,KXIP,1,2.2,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,141.34600536968,1,1,,True,6.876,-0.103,-0.32299999999999995,0.608,66.0,15.0,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,1,False,True,False,False,False,False,0,False,,8.0,8.0,0.0,0.0
8,8,SRH,KXIP,1,2.3,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,144.68935039112,1,0,Wd,False,7.912000000000001,0.094,0.456,0.7509999999999999,,,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,0,False,False,False,False,False,False,0,False,,9.0,8.0,0.0,0.0
9,9,SRH,KXIP,1,2.4,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,146.49792711607995,0,0,,False,7.8370000000000015,-0.171,-0.025,0.8320000000000001,51.0,38.0,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,1,True,False,False,False,False,False,0,False,,9.0,9.0,0.0,0.0
10,10,SRH,KXIP,1,2.5,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,140.38047038503998,0,0,,False,8.433,-0.262,-0.012,0.926,56.0,32.0,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,1,True,False,False,False,False,False,0,False,,9.0,10.0,0.0,0.0
11,11,SRH,KXIP,1,2.6,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,143.75624008879998,0,0,,False,6.365,-0.181,0.07400000000000001,0.595,55.0,34.0,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,1,True,False,False,False,False,False,0,False,,9.0,11.0,0.0,0.0
12,12,SRH,KXIP,1,2.7,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,138.93577065056002,1,1,,False,10.689,-0.244,0.094,1.024,38.0,42.0,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,1,False,True,False,False,False,False,0,False,,10.0,12.0,0.0,0.0
13,13,SRH,KXIP,1,3.1,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,130.73592876607998,1,1,,False,8.797,-0.023,-0.223,0.82,32.0,19.0,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,False,True,False,False,False,False,0,False,,11.0,13.0,0.0,0.0
14,14,SRH,KXIP,1,3.2,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,131.53213485416,4,4,,True,9.073,-0.25,-0.411,1.08,20.0,13.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,1,False,False,False,False,True,False,0,False,,15.0,14.0,0.0,0.0
15,15,SRH,KXIP,1,3.3,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,134.01442442288,0,0,,True,8.291,-0.058,-0.025,0.8109999999999999,59.0,46.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,1,True,False,False,False,False,False,0,False,,15.0,15.0,0.0,0.0
16,16,SRH,KXIP,1,3.4,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,132.40399853431998,1,1,,True,7.849,-0.105,-0.04,0.6920000000000001,55.0,79.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,1,False,True,False,False,False,False,0,False,,16.0,16.0,0.0,0.0
17,17,SRH,KXIP,1,3.5,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,127.82851558472,1,0,Lb,False,9.46,0.314,0.335,0.77,41.0,22.0,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,False,False,False,False,False,False,0,False,,17.0,17.0,0.0,0.0
18,18,SRH,KXIP,1,3.6,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,106.93981468568,1,1,,True,5.4220000000000015,0.017,0.018000000000000002,0.75,40.0,56.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,1,False,True,False,False,False,False,0,False,,18.0,18.0,0.0,0.0
19,19,SRH,KXIP,1,4.1,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,143.61573313208,0,0,,True,6.855,-0.242,-0.614,0.805,,,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,1,True,False,False,False,False,False,0,False,,18.0,19.0,0.0,0.0
20,20,SRH,KXIP,1,4.2,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,133.44879385352,1,0,Wd,True,12.423,0.338,0.29600000000000004,1.933,,,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,0,False,False,False,False,False,False,0,False,,19.0,19.0,0.0,0.0
21,21,SRH,KXIP,1,4.3,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,140.05982630431998,0,0,,True,8.288,-0.008,-0.334,1.035,31.0,30.0,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,1,True,False,False,False,False,False,0,False,,19.0,20.0,0.0,0.0
22,22,SRH,KXIP,1,4.4,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,142.83393801392,2,2,,True,7.802,0.079,-0.22,0.906,30.0,12.0,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,1,False,False,True,False,False,False,0,False,,21.0,21.0,0.0,0.0
23,23,SRH,KXIP,1,4.5,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,140.63266235863998,0,0,,True,9.373,0.24,-0.021,1.081,55.0,35.0,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,1,True,False,False,False,False,False,0,False,,21.0,22.0,0.0,0.0
24,24,SRH,KXIP,1,4.6,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,138.61512656984002,1,0,Wd,True,7.619,-0.266,0.431,0.782,,,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,0,False,False,False,False,False,False,0,False,,22.0,22.0,0.0,0.0
25,25,SRH,KXIP,1,4.7,Aaron Finch,Shikhar Dhawan,Mitchell Johnson,,,,146.3141872496,1,1,,True,10.177,-0.7979999999999999,-0.206,1.177,26.0,13.0,Australian,Indian,Australian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,32.55068493150685,1,False,True,False,False,False,False,0,False,,23.0,23.0,0.0,0.0
26,26,SRH,KXIP,1,4.8,Shikhar Dhawan,Aaron Finch,Mitchell Johnson,,,,131.20788803096002,0,0,,False,8.401,-0.328,-0.114,0.8909999999999999,68.0,37.0,Indian,Australian,Australian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,32.55068493150685,1,True,False,False,False,False,False,0,False,,23.0,24.0,0.0,0.0
27,27,SRH,KXIP,1,5.1,Aaron Finch,Shikhar Dhawan,Sandeep Sharma,,,,107.71440431888,2,1,Nb,True,5.562,-0.239,-0.304,0.7929999999999999,28.0,34.0,Australian,Indian,Indian,39,RGI Stadium,2014-05-14,27.50684931506849,28.457534246575346,21.002739726027396,0,False,True,False,False,False,False,0,False,,25.0,24.0,0.0,0.0
28,28,SRH,KXIP,1,5.2,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,129.77039378144002,5,4,Nb,False,2.462,-0.16,-0.184,0.265,54.0,94.0,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,0,False,False,False,False,True,False,0,False,,30.0,24.0,0.0,0.0
29,29,SRH,KXIP,1,5.3,Shikhar Dhawan,Aaron Finch,Sandeep Sharma,,,,122.30551136288,0,0,,False,8.811,-0.151,-0.404,0.474,,,Indian,Australian,Indian,39,RGI Stadium,2014-05-14,28.457534246575346,27.50684931506849,21.002739726027396,1,True,False,False,False,False,False,0,False,,30.0,25.0,0.0,0.0
