,Unnamed: 0,batting_team,bowling_team,inning,ovr,batsman_name,non_striker_name,bowler_name,player_out_how,player_out_name,dismissal_method,ball_speed,runs_w_extras,runs_batter,extras_type,bat_right_handed,landed_y,landed_x,ended_x,ended_y,hit_x,hit_y,batsman_nat,non_striker_nat,bowler_nat,match_id,ground,date,batsman_age,non_striker_age,bowler_age,dummy_ball,dot_ball,single,double,triple,four,six,wicket,bowler_wicket,target,cumul_runs,cumul_balls,cumul_wickets,won
0,0,KXIP,RR,1,1.1,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,133.11373880288,0,0,,True,8.312999999999999,-0.508,-0.399,0.7559999999999999,33.0,39.0,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,1,True,False,False,False,False,False,0,False,,0.0,1.0,0.0,1.0
1,1,KXIP,RR,1,1.2,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,130.73953150856002,1,0,Wd,True,13.16,-0.465,0.597,1.848,,,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,0,False,False,False,False,False,False,0,False,,1.0,1.0,0.0,1.0
2,2,KXIP,RR,1,1.3,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,125.59121250463998,0,0,,True,7.995,-0.241,-0.185,0.544,,,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,1,True,False,False,False,False,False,0,False,,1.0,2.0,0.0,1.0
3,3,KXIP,RR,1,1.4,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,131.46008000455998,0,0,,True,8.003,-0.385,-0.436,0.867,,,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,1,True,False,False,False,False,False,0,False,,1.0,3.0,0.0,1.0
4,4,KXIP,RR,1,1.5,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,132.89757425407998,4,4,,True,7.937,-0.468,-0.394,0.7120000000000001,16.0,70.0,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,1,False,False,False,False,True,False,0,False,,5.0,4.0,0.0,1.0
5,5,KXIP,RR,1,1.6,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,130.73592876607998,4,4,,True,9.491,-0.54,-0.7120000000000001,1.052,24.0,12.0,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,1,False,False,False,False,True,False,0,False,,9.0,5.0,0.0,1.0
6,6,KXIP,RR,1,1.7,Virender Sehwag,Manan Vohra,Vikramjeet Malik,,,,131.86358716232002,6,6,,True,7.1629999999999985,-0.493,-0.523,0.8240000000000001,9.0,19.0,Indian,Indian,Indian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,31.06027397260274,1,False,False,False,False,False,True,0,False,,15.0,6.0,0.0,1.0
7,7,KXIP,RR,1,2.1,Manan Vohra,Virender Sehwag,Shane Watson,,,,134.59446596215994,0,0,,True,7.296,-0.175,-0.042,0.812,51.0,42.0,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,1,True,False,False,False,False,False,0,False,,15.0,7.0,0.0,1.0
8,8,KXIP,RR,1,2.2,Manan Vohra,Virender Sehwag,Shane Watson,,,,130.570202612,4,4,,True,3.841,-0.436,-0.405,0.348,8.0,35.0,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,1,False,False,False,False,True,False,0,False,,19.0,8.0,0.0,1.0
9,9,KXIP,RR,1,2.3,Manan Vohra,Virender Sehwag,Shane Watson,,,,133.88472569360002,1,0,Wd,True,9.382,-0.122,0.531,1.274,,,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,0,False,False,False,False,False,False,0,False,,20.0,8.0,0.0,1.0
10,10,KXIP,RR,1,2.4,Manan Vohra,Virender Sehwag,Shane Watson,,,,126.16404855896002,0,0,,True,8.62,-0.487,-0.555,1.241,,,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,1,True,False,False,False,False,False,0,False,,20.0,9.0,0.0,1.0
11,11,KXIP,RR,1,2.5,Manan Vohra,Virender Sehwag,Shane Watson,,,,136.694864828,0,0,,True,12.431,-0.416,-0.409,1.897,,,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,1,True,False,False,False,False,False,0,False,,20.0,10.0,0.0,1.0
12,12,KXIP,RR,1,2.6,Manan Vohra,Virender Sehwag,Shane Watson,,,,132.84353311688,0,0,,True,6.898,-0.163,-0.172,0.94,,,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,1,True,False,False,False,False,False,0,False,,20.0,11.0,0.0,1.0
13,13,KXIP,RR,1,2.7,Manan Vohra,Virender Sehwag,Shane Watson,,,,133.72980776696002,0,0,,True,8.663,-0.462,-0.695,1.19,,,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,35.61369863013699,32.95342465753425,1,True,False,False,False,False,False,0,False,,20.0,12.0,0.0,1.0
14,14,KXIP,RR,1,3.1,Virender Sehwag,Manan Vohra,James Faulkner,,,,139.35368877823998,4,4,,True,6.466,-0.474,-0.141,0.648,65.0,90.0,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,24.082191780821923,1,False,False,False,False,True,False,0,False,,24.0,13.0,0.0,1.0
15,15,KXIP,RR,1,3.2,Virender Sehwag,Manan Vohra,James Faulkner,c Vikramjeet Malik b James Faulkner,Virender Sehwag,caught fielder,136.28415218528,0,0,,True,8.107999999999999,-0.231,0.163,0.929,,,Indian,Indian,Australian,52,PCA Stadium,2014-05-23,35.61369863013699,20.86027397260274,24.082191780821923,1,True,False,False,False,False,False,1,True,,24.0,14.0,1.0,1.0
16,16,KXIP,RR,1,3.3,Shaun Marsh,Manan Vohra,James Faulkner,,,,137.16682409288,0,0,,False,9.116,-0.415,-0.29100000000000004,0.685,65.0,40.0,Australian,Indian,Australian,52,PCA Stadium,2014-05-23,30.893150684931502,20.86027397260274,24.082191780821923,1,True,False,False,False,False,False,0,False,,24.0,15.0,1.0,1.0
17,17,KXIP,RR,1,3.4,Shaun Marsh,Manan Vohra,James Faulkner,,,,136.82456355728002,0,0,,False,6.136,-0.268,-0.064,0.609,46.0,42.0,Australian,Indian,Australian,52,PCA Stadium,2014-05-23,30.893150684931502,20.86027397260274,24.082191780821923,1,True,False,False,False,False,False,0,False,,24.0,16.0,1.0,1.0
18,18,KXIP,RR,1,3.5,Shaun Marsh,Manan Vohra,James Faulkner,,,,134.99076763495998,1,1,,False,7.8039999999999985,-0.4320000000000001,-0.385,0.7290000000000001,82.0,17.0,Australian,Indian,Australian,52,PCA Stadium,2014-05-23,30.893150684931502,20.86027397260274,24.082191780821923,1,False,True,False,False,False,False,0,False,,25.0,17.0,1.0,1.0
19,19,KXIP,RR,1,3.6,Manan Vohra,Shaun Marsh,James Faulkner,,,,135.15649378903998,1,1,,True,8.468,0.175,-0.066,0.93,84.0,28.0,Indian,Australian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,30.893150684931502,24.082191780821923,1,False,True,False,False,False,False,0,False,,26.0,18.0,1.0,1.0
20,20,KXIP,RR,1,4.1,Manan Vohra,Shaun Marsh,Shane Watson,,,,132.67060147784002,4,4,,True,5.371,-0.036000000000000004,0.18600000000000005,0.755,93.0,31.0,Indian,Australian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,30.893150684931502,32.95342465753425,1,False,False,False,False,True,False,0,False,,30.0,19.0,1.0,1.0
21,21,KXIP,RR,1,4.2,Manan Vohra,Shaun Marsh,Shane Watson,,,,135.65006950880002,6,6,,True,6.745,-0.132,0.096,0.813,92.0,67.0,Indian,Australian,Australian,52,PCA Stadium,2014-05-23,20.86027397260274,30.893150684931502,32.95342465753425,1,False,False,False,False,False,True,0,False,,36.0,20.0,1.0,1.0
